Date/Time,[1] Surface Outside Face Temperature  (C),[1] Site Diffuse Solar Radiation Rate per Area  (W/m2),[1] Site Direct Solar Radiation Rate per Area  (W/m2),[1] Site Outdoor Air Drybulb Temperature  (C),[1] Surface Inside Face Conduction Heat Transfer Rate  (W),[1] Surface Inside Face Temperature  (C)
,BLOCK1:ZONE1_WALL_3_0_0,Environment,Environment,Environment,BLOCK1:ZONE1_WALL_3_0_0,BLOCK1:ZONE1_WALL_3_0_0
Year 1 Jun 05 10:00,33.30368719,111.75,814,32.225,-88.72459084,31.3753938
Year 1 Jun 05 11:00,34.74155821,239.75,606.25,33.175,-76.08693519,31.46187976
Year 1 Jun 05 12:00,36.14617785,410,327.25,33.85,-56.63621844,31.63932
Year 1 Jun 05 13:00,36.31906173,285,641,34.075,-32.12448708,31.89081096
Year 1 Jun 05 14:00,39.18235259,261,690,34.025,-5.908776029,32.18069684
Year 1 Jun 05 15:00,40.80233819,351.5,406,33.625,21.52897455,32.51692089
Year 1 Jun 05 16:00,39.47921974,362.5,119,32.975,55.5702445,32.92298688
Year 1 Jun 05 17:00,39.11090886,275.75,118,32.2,89.43278961,33.32781788
Year 1 Jun 05 18:00,37.19720396,158.75,87.5,31.4,116.1203709,33.67149151
Year 1 Jun 05 19:00,38.01199135,90.5,146.75,30.675,131.6286324,33.91127027
Year 1 Jun 05 20:00,32.4225056,0,0,30.125,138.8608688,34.07177561
Year 1 Jun 05 21:00,31.21026624,0,0,29.7,133.5183163,34.10555227
Year 1 Jun 05 22:00,30.71186951,0,0,29.45,112.2605347,33.96824485
Year 1 Jun 05 23:00,30.17626456,0,0,29.1,83.68839681,33.73170952
Year 1 Jun 06 00:00,29.57943526,0,0,28.625,55.43336914,33.45895492
Year 1 Jun 06 01:00,29.21869008,0,0,28.05,29.11743206,33.17755292
Year 1 Jun 06 02:00,28.93085258,0,0,27.375,5.608300653,32.8974359
Year 1 Jun 06 03:00,28.22784282,0,0,26.75,-14.70525975,32.62672133
Year 1 Jun 06 04:00,27.81491933,0,0,26.45,-32.61426981,32.36323513
Year 1 Jun 06 05:00,27.74331347,0,0,26.7,-49.02808052,32.09909452
Year 1 Jun 06 06:00,27.81922931,0,0,27.25,-64.44506151,31.84630637
Year 1 Jun 06 07:00,28.39143615,15.5,81.25,28.15,-78.0848108,31.62099913
Year 1 Jun 06 08:00,29.9072778,70.5,393,29.3,-88.39490338,31.4364606
Year 1 Jun 06 09:00,31.4379685,99,642.75,30.575,-92.72981967,31.32196256
Year 1 Jun 06 10:00,32.92024183,103.5,824,31.95,-89.05302839,31.30199278
Year 1 Jun 06 11:00,34.28075521,147,841.75,33.125,-77.65972954,31.37903251
Year 1 Jun 06 12:00,35.62782697,278,598,34.075,-59.90213957,31.54157696
Year 1 Jun 06 13:00,36.08894813,149,916,34.525,-37.39848207,31.77542941
Year 1 Jun 06 14:00,39.06491356,148,919.5,34.45,-12.31397227,32.0506655
Year 1 Jun 06 15:00,41.06008156,266.25,586.25,33.8,15.78130054,32.37980409
Year 1 Jun 06 16:00,39.27490014,368.5,128.5,32.925,50.2442483,32.79656549
Year 1 Jun 06 17:00,38.88742935,286.25,139.5,31.875,86.16372307,33.21372912
Year 1 Jun 06 18:00,36.72309228,170.75,88.75,31,113.6693548,33.55805716
Year 1 Jun 06 19:00,33.15832585,51,10,30.35,129.0284423,33.79345595
Year 1 Jun 06 20:00,31.41102116,0,0,30.05,127.3052894,33.8633906
Year 1 Jun 06 21:00,30.86514504,0,0,29.85,109.6196849,33.76565847
Year 1 Jun 06 22:00,30.62586969,0,0,29.65,84.01174537,33.56325795
Year 1 Jun 06 23:00,30.17484987,0,0,29.3,57.8614003,33.32294004
Year 1 Jun 07 00:00,29.86321791,0,0,28.825,34.32851229,33.07830468
Year 1 Jun 07 01:00,29.16877135,0,0,28.175,13.47737903,32.83905224
Year 1 Jun 07 02:00,28.56748131,0,0,27.55,-4.904101279,32.60262388
Year 1 Jun 07 03:00,28.28699692,0,0,27.025,-22.12471242,32.36009547
Year 1 Jun 07 04:00,28.06648753,0,0,26.75,-38.09224824,32.1144641
Year 1 Jun 07 05:00,27.7093125,0,0,26.475,-51.95826263,31.87426698
Year 1 Jun 07 06:00,27.69060006,0,0,27.3,-64.94939757,31.6465803
Year 1 Jun 07 07:00,28.51130122,12.75,89,28.65,-77.87982364,31.43926915
Year 1 Jun 07 08:00,30.36793591,58.25,439,30.5,-87.95028471,31.27069548
Year 1 Jun 07 09:00,32.43655483,78.25,745,31.975,-91.70470378,31.18390054
Year 1 Jun 07 10:00,34.20573183,143,764.75,33.2,-84.91935817,31.20738782
Year 1 Jun 07 11:00,35.76728466,297.25,462.75,33.875,-68.58095816,31.34688415
Year 1 Jun 07 12:00,35.84163312,152,881.25,34.375,-44.33757587,31.58379011
Year 1 Jun 07 13:00,36.3255867,203.5,803.25,34.425,-17.88151986,31.87085378
Year 1 Jun 07 14:00,39.09564738,172.75,867.75,34.4,7.272069245,32.16337943
Year 1 Jun 07 15:00,41.30754323,262.75,637.5,33.875,32.80535672,32.49170079
Year 1 Jun 07 16:00,41.10326278,374,295.25,33.175,66.27546535,32.894041
Year 1 Jun 07 17:00,42.76085624,231.75,437.5,32.25,102.6879553,33.33190482
Year 1 Jun 07 18:00,41.76135271,179.75,307.25,31.55,138.6846395,33.77648589
Year 1 Jun 07 19:00,39.14118725,92,160.25,30.875,169.9788653,34.19637497
Year 1 Jun 07 20:00,33.04355443,0,0,30.475,188.9706638,34.50926472
Year 1 Jun 07 21:00,31.97134713,0,0,30.025,184.4920959,34.60364605
Year 1 Jun 07 22:00,31.36368426,0,0,29.825,158.7953353,34.46916362
Year 1 Jun 07 23:00,30.67907641,0,0,29.5,124.5642739,34.21719374
Year 1 Jun 08 00:00,30.20945451,0,0,29.325,90.23770752,33.92351791
Year 1 Jun 08 01:00,29.99915191,0,0,28.775,58.54977542,33.6215445
Year 1 Jun 08 02:00,29.51186985,0,0,28.15,31.52117972,33.32673379
Year 1 Jun 08 03:00,28.89374084,0,0,27.175,8.329682941,33.04870066
Year 1 Jun 08 04:00,28.60065868,0,0,26.6,-11.67564155,32.77684761
Year 1 Jun 08 05:00,28.37915569,0,0,27.625,-30.38742717,32.51257523
Year 1 Jun 08 06:00,28.41264412,0,0,28.3,-47.34607849,32.26357314
Year 1 Jun 08 07:00,29.19110519,13.75,80,29.075,-61.93728397,32.03746155
Year 1 Jun 08 08:00,30.71891321,59.25,424.25,30.425,-73.39821564,31.8550503
Year 1 Jun 08 09:00,32.35010988,66.5,806.5,31.85,-78.6181199,31.75094025
Year 1 Jun 08 10:00,33.75688557,44.75,1036.25,33.1,-75.13704941,31.74528481
Year 1 Jun 08 11:00,34.66443515,43.25,1081.25,33.85,-63.46951297,31.83705145
Year 1 Jun 08 12:00,35.46853729,102.5,995.25,34.3,-45.87329355,32.00322798
Year 1 Jun 08 13:00,36.02425149,186,841.25,34.325,-25.33717106,32.21595555
Year 1 Jun 08 14:00,38.87637598,280.5,653.75,34.225,-3.815264775,32.45364785
Year 1 Jun 08 15:00,41.91578663,258.25,652.5,33.9,19.8892268,32.74378148
Year 1 Jun 08 16:00,43.55175575,274.75,507.25,33.575,52.63885132,33.13847176
Year 1 Jun 08 17:00,42.10525015,292.75,279,32.975,94.2405342,33.62873974
Year 1 Jun 08 18:00,41.83674929,182.75,298,32.275,134.9340289,34.1229794
Year 1 Jun 08 19:00,39.35853406,92.25,175.5,31.275,166.8480531,34.5466847
Year 1 Jun 08 20:00,32.98485074,0,0,30.25,185.9077969,34.8489047
Year 1 Jun 08 21:00,31.26365417,0,0,29.325,181.5707947,34.92590101
Year 1 Jun 08 22:00,30.53649529,0,0,28.875,154.3537566,34.75792853
Year 1 Jun 08 23:00,30.15435505,0,0,28.8,116.0064429,34.45471136
Year 1 Jun 09 00:00,30.26509658,0,0,29.175,77.24807988,34.11051908
Year 1 Jun 09 01:00,30.13209009,0,0,29.525,43.00152578,33.77926729
Year 1 Jun 09 02:00,30.24600408,0,0,29.6,15.38048435,33.48447816
Year 1 Jun 09 03:00,29.77400487,0,0,29.15,-5.991576224,33.22679414
Year 1 Jun 09 04:00,29.24197181,0,0,28.55,-22.13582923,32.99714133
Year 1 Jun 09 05:00,28.74373402,0,0,28.1,-36.07037519,32.77620166
Year 1 Jun 09 06:00,29.07547101,0,0,28.675,-49.06287165,32.55442617
Year 1 Jun 09 07:00,29.78957609,15.25,85,29.725,-62.38239895,32.34992074
Year 1 Jun 09 08:00,31.1283273,81.25,333,30.75,-72.23146828,32.18883278
Year 1 Jun 09 09:00,32.68281365,139.25,407.75,31.675,-75.66253294,32.09644781
Year 1 Jun 09 10:00,33.53455636,119.5,764.5,32.425,-71.2234898,32.09188926
Year 1 Jun 09 11:00,34.36979031,98.5,953.75,33.2,-59.95809326,32.16945495
Year 1 Jun 09 12:00,35.29068911,142,899.5,34,-45.09998647,32.30562998
Year 1 Jun 09 13:00,36.2413481,135.25,946,34.875,-28.19362914,32.48683758
Year 1 Jun 09 14:00,40.00089493,86.25,1054.75,35.475,-9.491878157,32.70718746
Year 1 Jun 09 15:00,43.9534263,101,997.75,35.6,15.29065262,33.00733909
Year 1 Jun 09 16:00,46.39335643,180.25,735.25,35.225,51.66014969,33.46500899
Year 1 Jun 09 17:00,45.28718557,231,391.75,34.275,103.0297539,34.05926438
Year 1 Jun 09 18:00,41.33454823,186.5,127.5,33.025,156.7175478,34.68702978
Year 1 Jun 09 19:00,39.70010988,90.5,104.5,31.8,194.8582563,35.18112376
Year 1 Jun 09 20:00,34.04397291,0,0,30.825,210.7651587,35.47457481
Year 1 Jun 09 21:00,32.56147635,0,0,30.225,202.2143519,35.53426719
Year 1 Jun 09 22:00,31.63605356,0,0,29.95,172.5476285,35.37188741
Year 1 Jun 09 23:00,30.8981489,0,0,29.675,134.0594614,35.08544877
Year 1 Jun 10 00:00,30.33130537,0,0,29.225,95.02597896,34.74992707
Year 1 Jun 10 01:00,29.86637714,0,0,28.65,59.51073709,34.4009975
Year 1 Jun 10 02:00,29.31403368,0,0,27.975,28.07343712,34.05838287
Year 1 Jun 10 03:00,28.73550274,0,0,27.5,0.596196739,33.72837661
Year 1 Jun 10 04:00,28.58467634,0,0,27.4,-23.75960406,33.40904685
Year 1 Jun 10 05:00,28.36503251,0,0,27.4,-44.89788417,33.10238476
Year 1 Jun 10 06:00,28.48086631,0,0,27.925,-62.38872248,32.81593868
Year 1 Jun 10 07:00,29.27411589,14,101,29.075,-78.52716793,32.56527164
Year 1 Jun 10 08:00,31.04401884,62.5,471.5,30.6,-90.60932526,32.36536044
Year 1 Jun 10 09:00,32.73424841,87.75,703.5,32.2,-95.51820294,32.25078363
Year 1 Jun 10 10:00,34.36691563,87.25,869,33.575,-90.96423465,32.24479889
Year 1 Jun 10 11:00,35.4532156,36.5,1100,34.725,-77.45356409,32.34450051
Year 1 Jun 10 12:00,36.44183712,60,1075.75,35.6,-57.90621202,32.5308306
Year 1 Jun 10 13:00,37.49033258,146.25,927,36.25,-34.71699222,32.77356215
Year 1 Jun 10 14:00,40.48457121,279,655,36.55,-9.713939634,33.05611241
Year 1 Jun 10 15:00,43.69269666,297,580.25,36.45,19.27023088,33.40248276
Year 1 Jun 10 16:00,46.57599412,201.75,683.5,35.875,55.7334681,33.86643004
Year 1 Jun 10 17:00,45.66694745,234.5,403.5,34.725,105.6214324,34.44277294
Year 1 Jun 10 18:00,41.74635294,191.25,158.25,33.2,158.0231463,35.05420628
Year 1 Jun 10 19:00,38.07818961,85,70,31.6,196.2406715,35.54082757
Year 1 Jun 10 20:00,33.11358932,0,0,30.3,209.2776475,35.7958987
Year 1 Jun 10 21:00,31.66109473,0,0,29.475,194.3331568,35.78007082
Year 1 Jun 10 22:00,30.97128462,0,0,29.15,159.0839748,35.540832
Year 1 Jun 10 23:00,30.40954665,0,0,29.175,116.1083224,35.1945438
Year 1 Jun 11 00:00,30.18018507,0,0,29.2,74.71462958,34.81883196
Year 1 Jun 11 01:00,29.81225662,0,0,29.05,38.39719707,34.45091963
Year 1 Jun 11 02:00,29.28771632,0,0,28.55,7.919885012,34.10785518
Year 1 Jun 11 03:00,28.69243705,0,0,27.875,-17.33579308,33.78432418
Year 1 Jun 11 04:00,28.36950966,0,0,27.4,-39.08410881,33.47155886
Year 1 Jun 11 05:00,28.38636092,0,0,27.525,-58.01142796,33.16633232
Year 1 Jun 11 06:00,28.71252679,0,0,28.425,-75.68560069,32.88613527
Year 1 Jun 11 07:00,29.44145018,14.25,73,29.6,-90.52901182,32.64740865
Year 1 Jun 11 08:00,30.95884646,56,431.5,30.875,-100.4762795,32.46316866
Year 1 Jun 11 09:00,32.53123042,60,858.25,31.875,-103.4409424,32.35679849
Year 1 Jun 11 10:00,33.78083843,74,930.5,32.925,-97.61114284,32.34509796
Year 1 Jun 11 11:00,34.73995306,49.75,1079.75,33.8,-84.49668683,32.42603622
Year 1 Jun 11 12:00,35.78360748,52.5,1086,34.9,-66.40117106,32.57768606
Year 1 Jun 11 13:00,37.13441776,93.25,1038,35.875,-46.28507123,32.78408805
Year 1 Jun 11 14:00,40.89088036,197.75,835.75,36.625,-23.3979599,33.03912033
Year 1 Jun 11 15:00,43.60439978,428,355.75,36.725,6.022591207,33.38070961
Year 1 Jun 11 16:00,46.54900251,261.5,544.25,36.175,44.65925069,33.85728181
Year 1 Jun 11 17:00,46.27471645,238.5,416.5,34.95,95.31660985,34.44887512
Year 1 Jun 11 18:00,44.00681829,187.25,268.75,33.55,150.3529712,35.08172588
Year 1 Jun 11 19:00,40.40212282,92.75,130,32.075,194.9756466,35.63259729
Year 1 Jun 11 20:00,34.40857055,0,0,31.025,218.254039,35.99320399
Year 1 Jun 11 21:00,32.88466221,0,0,30.2,211.8231928,36.080136
Year 1 Jun 11 22:00,32.20334497,0,0,29.85,181.4255296,35.91364704
Year 1 Jun 11 23:00,31.36461001,0,0,29.5,141.1265711,35.61534496
Year 1 Jun 12 00:00,30.64128376,0,0,29.25,100.7727384,35.27077455
Year 1 Jun 12 01:00,30.0110365,0,0,28.675,63.56093685,34.91191362
Year 1 Jun 12 02:00,29.35761697,0,0,28.125,30.22089621,34.55301415
Year 1 Jun 12 03:00,28.77934489,0,0,27.475,0.365771715,34.20074064
Year 1 Jun 12 04:00,28.36650315,0,0,27.3,-25.99065108,33.85428003
Year 1 Jun 12 05:00,28.54740386,0,0,27.675,-49.3772727,33.51823709
Year 1 Jun 12 06:00,28.62766428,0,0,28.1,-69.36442589,33.20599106
Year 1 Jun 12 07:00,29.10919151,15.25,28.75,28.65,-85.96737874,32.93801167
Year 1 Jun 12 08:00,30.33501798,72.5,219.25,29.7,-98.0169251,32.71772736
Year 1 Jun 12 09:00,32.15626323,114.25,567.75,30.975,-104.3468867,32.56719749
Year 1 Jun 12 10:00,33.82056686,150.25,673.5,32.425,-102.5257302,32.51175272
Year 1 Jun 12 11:00,35.44814615,199.75,679.75,33.7,-91.80909357,32.5643244
Year 1 Jun 12 12:00,36.35453305,250.5,665.5,34.75,-73.20643178,32.71629968
Year 1 Jun 12 13:00,37.42168584,334.5,544.5,35.15,-49.72384468,32.94428152
Year 1 Jun 12 14:00,39.79861987,354,502.25,35.05,-23.22464161,33.21603555
Year 1 Jun 12 15:00,40.89868198,464.5,224,34.25,6.046635012,33.54240112
Year 1 Jun 12 16:00,41.21895377,386.75,226.25,33.325,39.26025193,33.93093141
Year 1 Jun 12 17:00,39.65402426,272.5,148.5,32.275,75.179251,34.3322244
Year 1 Jun 12 18:00,40.47086219,180,233,31.55,104.0380098,34.677096
Year 1 Jun 12 19:00,35.4607798,69.25,25.5,30.95,125.2844516,34.96423562
Year 1 Jun 12 20:00,33.10589591,8,3,30.5,132.6256735,35.12158159
Year 1 Jun 12 21:00,31.71466481,0,0,29.95,121.2006238,35.08915052
Year 1 Jun 12 22:00,30.8904146,0,0,29.425,96.98723704,34.90312739
Year 1 Jun 12 23:00,30.35565769,0,0,28.925,67.46877472,34.63177212
Year 1 Jun 13 00:00,29.9305655,0,0,28.65,37.58030523,34.32740619
Year 1 Jun 13 01:00,29.74794888,0,0,28.45,9.983234982,34.0201227
Year 1 Jun 13 02:00,29.42611417,0,0,28.4,-13.90955455,33.72479631
Year 1 Jun 13 03:00,29.09116076,0,0,28.175,-33.89671613,33.44846882
Year 1 Jun 13 04:00,28.89148756,0,0,28.025,-50.12236671,33.18526294
Year 1 Jun 13 05:00,28.45954755,0,0,27.25,-64.64914223,32.93813046
Year 1 Jun 13 06:00,28.34039964,0,0,27.525,-76.87180641,32.70181463
Year 1 Jun 13 07:00,28.97504994,12.75,88.5,28.525,-89.21390229,32.48151647
Year 1 Jun 13 08:00,30.55234068,68,381.25,29.85,-99.19472744,32.29240196
Year 1 Jun 13 09:00,32.19957734,123.75,514.75,31.25,-103.4464035,32.17222056
Year 1 Jun 13 10:00,33.83972251,153.75,664.25,32.5,-99.1470624,32.14964517
Year 1 Jun 13 11:00,34.91239032,188.5,702,33.4,-86.23140646,32.22754122
Year 1 Jun 13 12:00,35.67153202,182,814.75,34.05,-66.65889222,32.39010492
Year 1 Jun 13 13:00,36.28995332,297,619.5,34.275,-44.19642211,32.6056558
Year 1 Jun 13 14:00,39.32769761,356,508,34.225,-20.6000616,32.84889689
Year 1 Jun 13 15:00,42.05543378,354.25,435.25,33.9,5.651132766,33.14591802
Year 1 Jun 13 16:00,42.07153104,390.25,199.75,33.425,39.34487474,33.55019627
Year 1 Jun 13 17:00,43.14722259,298.25,253.25,32.775,79.58125625,34.01009841
Year 1 Jun 13 18:00,42.51633973,193.25,238.5,32.15,118.6531259,34.47652206
Year 1 Jun 13 19:00,40.48367145,95,168.5,31.4,152.8051252,34.91144071
Year 1 Jun 13 20:00,34.59371354,11.5,8.5,30.75,176.0856889,35.25141981
Year 1 Jun 13 21:00,32.14943724,0,0,30.075,177.5616993,35.388402
Year 1 Jun 13 22:00,31.3335848,0,0,29.6,155.149137,35.27424765
Year 1 Jun 13 23:00,30.49826745,0,0,29.125,119.8967283,35.00374143
Year 1 Jun 14 00:00,29.92931683,0,0,28.775,82.63603087,34.66850499
Year 1 Jun 14 01:00,29.67227707,0,0,28.325,47.28771511,34.31444996
Year 1 Jun 14 02:00,29.37035843,0,0,27.9,16.0667662,33.96816583
Year 1 Jun 14 03:00,29.1972712,0,0,27.35,-10.20173852,33.64339335
Year 1 Jun 14 04:00,28.77219078,0,0,27.05,-31.68540342,33.3421265
Year 1 Jun 14 05:00,28.25238451,0,0,26.7,-49.41346872,33.06212303
Year 1 Jun 14 06:00,28.03705463,0,0,26.975,-64.59598237,32.79111421
Year 1 Jun 14 07:00,28.5680802,15.25,33.5,27.925,-80.18862824,32.53665946
Year 1 Jun 14 08:00,30.04475413,61.25,299.25,29.25,-93.44806331,32.31295798
Year 1 Jun 14 09:00,31.80133383,64,827.5,30.8,-100.9420538,32.15752947
Year 1 Jun 14 10:00,33.21092085,82.25,911.75,32.025,-99.76702696,32.10267006
Year 1 Jun 14 11:00,34.35688078,139,843.75,32.825,-89.17445064,32.14969619
Year 1 Jun 14 12:00,35.00245981,268,607.75,33,-71.65360073,32.27967227
Year 1 Jun 14 13:00,36.01025489,439.5,255.75,32.85,-50.14613013,32.46224515
Year 1 Jun 14 14:00,37.82351139,370.75,482.25,32.5,-27.25238481,32.67963282
Year 1 Jun 14 15:00,39.37859117,466,228.75,32.325,-3.112899089,32.94292156
Year 1 Jun 14 16:00,40.0425842,390.5,192.25,32.15,25.33398498,33.26399759
Year 1 Jun 14 17:00,40.62109465,299,218.75,32.025,56.46406158,33.62224263
Year 1 Jun 14 18:00,38.62869652,188,133,31.55,86.60285799,33.99109688
Year 1 Jun 14 19:00,35.61953268,79.75,42.5,30.875,110.8523914,34.30611707
Year 1 Jun 14 20:00,33.09382633,12.5,11.5,30.025,120.8398367,34.47792567
Year 1 Jun 14 21:00,31.07054718,0,0,29.35,114.5818874,34.47991076
Year 1 Jun 14 22:00,30.4175785,0,0,28.825,93.63304665,34.32183453
Year 1 Jun 14 23:00,30.19751113,0,0,28.625,65.4321961,34.06463163
Year 1 Jun 15 00:00,29.8251973,0,0,28.375,36.56062001,33.77660313
Year 1 Jun 15 01:00,29.36621552,0,0,28.075,11.17346821,33.49102443
Year 1 Jun 15 02:00,28.79782908,0,0,27.55,-10.8433549,33.21516212
Year 1 Jun 15 03:00,28.34851457,0,0,27.025,-29.964877,32.94397586
Year 1 Jun 15 04:00,28.01412309,0,0,26.6,-47.05699538,32.67380142
Year 1 Jun 15 05:00,27.70849938,0,0,26.725,-62.17898466,32.4063109
Year 1 Jun 15 06:00,27.75615789,0,0,27.25,-77.41785284,32.1548383
Year 1 Jun 15 07:00,28.64002754,14.75,61.5,28.3,-90.7989137,31.92285319
Year 1 Jun 15 08:00,30.31171757,59.75,383,29.8,-100.9932817,31.73436818
Year 1 Jun 15 09:00,32.18328028,62.75,832.25,31.475,-104.4689917,31.62780342
Year 1 Jun 15 10:00,33.65136766,64.25,971.25,32.875,-98.78708231,31.6286563
Year 1 Jun 15 11:00,34.79482495,66.5,1043,33.8,-84.07174779,31.73417675
Year 1 Jun 15 12:00,35.35636988,103,996.25,34.075,-63.09245831,31.92029792
Year 1 Jun 15 13:00,35.62977353,188.5,834.75,34.025,-38.98333559,32.15202059
Year 1 Jun 15 14:00,38.08522948,237,739.5,33.7,-15.44290495,32.39771852
Year 1 Jun 15 15:00,40.92226127,250.75,668,33.375,8.692749744,32.67480505
Year 1 Jun 15 16:00,42.72439768,284.75,493.75,32.925,38.92954496,33.0409159
Year 1 Jun 15 17:00,43.32215129,232,429.75,32.35,78.27782027,33.49359464
Year 1 Jun 15 18:00,39.95848552,188.5,190.5,31.525,120.5781958,33.99308135
Year 1 Jun 15 19:00,35.44400504,75.75,34.5,30.7,154.0445964,34.41824874
Year 1 Jun 15 20:00,32.57466387,10.5,6,29.825,164.8102264,34.63391131
Year 1 Jun 15 21:00,30.85868982,0,0,29.225,152.4839029,34.61219706
Year 1 Jun 15 22:00,30.11686726,0,0,28.875,123.5321365,34.40596069
Year 1 Jun 15 23:00,29.7971103,0,0,28.8,88.00596126,34.10269034
Year 1 Jun 16 00:00,29.49453661,0,0,28.65,53.3348792,33.76996712
Year 1 Jun 16 01:00,29.42122629,0,0,28.45,22.87747842,33.44537934
Year 1 Jun 16 02:00,29.01233627,0,0,27.95,-2.500942496,33.14394434
Year 1 Jun 16 03:00,28.46931465,0,0,27.35,-22.85669083,32.8662456
Year 1 Jun 16 04:00,28.08570424,0,0,26.825,-40.15280348,32.60063025
Year 1 Jun 16 05:00,27.7852626,0,0,26.925,-55.36401636,32.33907847
Year 1 Jun 16 06:00,27.99080082,0,0,27.525,-70.42287146,32.09031199
Year 1 Jun 16 07:00,28.55167932,13.25,81.75,28.525,-83.92133064,31.86425054
Year 1 Jun 16 08:00,30.11404983,56,438.5,29.85,-94.08603975,31.68027051
Year 1 Jun 16 09:00,31.79020842,69.5,798.75,31.1,-98.2496496,31.56761676
Year 1 Jun 16 10:00,33.17062444,81.5,905.75,32.15,-93.67388752,31.55144648
Year 1 Jun 16 11:00,33.96694159,77,1008.25,32.85,-80.82414261,31.63183196
Year 1 Jun 16 12:00,34.566005,80,1047.5,33.375,-62.43848052,31.78446892
Year 1 Jun 16 13:00,35.18080963,125,973.25,33.725,-42.28588831,31.9786532
Year 1 Jun 16 14:00,37.92990122,295.25,620.75,33.95,-21.75120161,32.19443961
Year 1 Jun 16 15:00,40.13636155,425.5,313.5,33.925,1.269733891,32.45866865
Year 1 Jun 16 16:00,43.57631128,257,556,33.75,30.27041199,32.8171715
Year 1 Jun 16 17:00,44.06472372,238.25,430.25,33.175,70.08598799,33.28749135
Year 1 Jun 16 18:00,43.74208339,159.25,398.5,32.325,116.8294757,33.83218595
Year 1 Jun 16 19:00,39.98336515,93.5,187.75,31.275,161.1084533,34.36835866
Year 1 Jun 16 20:00,33.7671569,10,5,30.25,190.953365,34.77845601
Year 1 Jun 16 21:00,31.7529021,0,0,29.4,192.9418139,34.92805787
Year 1 Jun 16 22:00,30.64353872,0,0,28.9,168.2823232,34.80356423
Year 1 Jun 16 23:00,30.19761723,0,0,28.65,130.7405748,34.5195428
Year 1 Jun 17 00:00,29.90385642,0,0,28.6,90.85792621,34.17449648
Year 1 Jun 17 01:00,29.54315289,0,0,28.45,54.87262682,33.82502245
Year 1 Jun 17 02:00,29.16619673,0,0,28.1,24.06265616,33.49431117
Year 1 Jun 17 03:00,28.71769337,0,0,27.55,-1.704226873,33.1843447
Year 1 Jun 17 04:00,28.34412034,0,0,27.1,-23.39239877,32.89073489
Year 1 Jun 17 05:00,27.71266381,0,0,26.55,-42.04119516,32.60898366
Year 1 Jun 17 06:00,27.78418913,0,0,27,-58.26387582,32.33266913
Year 1 Jun 17 07:00,28.68436406,15.25,48.75,28.25,-74.788588,32.07452331
Year 1 Jun 17 08:00,30.45702318,57,372,29.95,-88.10755867,31.8632737
Year 1 Jun 17 09:00,32.30120259,52.5,904,31.75,-94.22761765,31.73995972
Year 1 Jun 17 10:00,33.9557832,71.5,942,33.175,-90.42951613,31.73041932
Year 1 Jun 17 11:00,34.98949366,65.25,1046.5,34.175,-76.83350328,31.83205225
Year 1 Jun 17 12:00,35.60369011,116,970.5,34.625,-56.66287708,32.02068999
Year 1 Jun 17 13:00,36.22474767,255,701.75,34.7,-33.1722897,32.25627578
Year 1 Jun 17 14:00,38.68813006,301.25,615.5,34.475,-9.544860065,32.5128851
Year 1 Jun 17 15:00,41.48210238,215.25,746,34.1,15.68233028,32.81035835
Year 1 Jun 17 16:00,43.51204062,216.25,656.5,33.55,47.43836892,33.19854069
Year 1 Jun 17 17:00,43.82829173,208.5,515.25,32.8,88.56269533,33.6747099
Year 1 Jun 17 18:00,42.27613044,165.25,384.75,31.925,132.327443,34.19275703
Year 1 Jun 17 19:00,39.31153051,84,229.5,31.025,169.5464684,34.66322357
Year 1 Jun 17 20:00,32.93087549,0,0,30.2,190.8642168,34.99388931
Year 1 Jun 17 21:00,31.53235653,0,0,29.625,185.5782745,35.07155025
Year 1 Jun 17 22:00,30.66342377,0,0,29.275,156.6639262,34.90014903
Year 1 Jun 17 23:00,30.26252556,0,0,29.05,118.0245483,34.59596738
Year 1 Jun 18 00:00,29.84532266,0,0,28.85,79.1961442,34.24792541
Year 1 Jun 18 01:00,29.50122556,0,0,28.425,44.79009806,33.90031034
Year 1 Jun 18 02:00,28.95395308,0,0,27.775,15.34985152,33.56911962
Year 1 Jun 18 03:00,28.11364027,0,0,27,-9.536554095,33.2543073
Year 1 Jun 18 04:00,27.60587996,0,0,26.425,-31.55332475,32.9442022
Year 1 Jun 18 05:00,28.14375582,0,0,27.875,-51.66766228,32.63140771
Year 1 Jun 18 06:00,28.72804891,0,0,28.7,-71.94581836,32.35043969
Year 1 Jun 18 07:00,29.54279199,15.25,38.25,29.475,-85.54484118,32.12167312
