1,"Building 1.eso"

"Date/Time","[1] Surface Outside Face Temperature  (C)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Temperature  (C)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)"
,"BLOCK1:ZONE1_WALL_3_0_0","Environment","BLOCK1:ZONE1_WALL_3_0_0","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Jul 05 05:00","24.3465805616686","23.75","28.6825395037169","0","0","-30.8368742677584"
"Year 1 Jul 05 06:00","24.3336582112433","24.1","28.3810642795163","0","0.5","-51.0868640610306"
"Year 1 Jul 05 07:00","24.8400507729048","24.7","28.1278301168986","79.25","23.25","-66.8050134648157"
"Year 1 Jul 05 08:00","26.2242554320361","25.275","27.9244499044903","400.5","91","-78.6088223652344"
"Year 1 Jul 05 09:00","27.8001415743543","26.6","27.7911502696941","661.5","114.25","-84.0031365688579"
"Year 1 Jul 05 10:00","29.5560340861954","27.75","27.7549431104737","597.5","206.5","-82.4170043071503"
"Year 1 Jul 05 11:00","31.7445754711812","29.05","27.8217185528771","389.5","354.5","-71.8730991801506"
"Year 1 Jul 05 12:00","32.313773025744","29.625","28.0004760244108","502.25","321.75","-53.3005982734368"
"Year 1 Jul 05 13:00","34.6070840033666","30.225","28.2612403283728","175.5","478.75","-28.497616362488"
"Year 1 Jul 05 14:00","38.2064604824844","30.4","28.5873686047748","291","493.25","-0.909723134112761"
"Year 1 Jul 05 15:00","41.2387976736081","31","29.0255123736249","340.5","413","33.2693821421002"
"Year 1 Jul 05 16:00","45.0052462824619","31.275","29.5951375613895","552","241","78.4114984934708"
"Year 1 Jul 05 17:00","45.8740454455132","31.45","30.2954139333469","477.25","197","135.489467547421"
"Year 1 Jul 05 18:00","43.7477359695937","30.6","31.076511377547","343.25","138.75","198.251389293205"
"Year 1 Jul 05 19:00","38.124778805408","29.475","31.8036513456686","96","67.5","254.985864513748"
"Year 1 Jul 05 20:00","31.9321200841005","27.85","32.3048405581415","0","0","286.100050262808"
"Year 1 Jul 05 21:00","29.9678938479764","26.8","32.4617845397269","0","0","282.090583473435"
"Year 1 Jul 05 22:00","28.792655115013","25.7","32.3214608672554","0","0","248.592835844969"
"Year 1 Jul 05 23:00","27.6544521377844","25.1","32.0100850632902","0","0","203.655550493549"
"Year 1 Jul 06 00:00","26.6859470335633","24.175","31.6273287350341","0","0","156.205444318509"
"Year 1 Jul 06 01:00","25.7995249477656","23.6","31.212908483672","0","0","111.4845661468"
"Year 1 Jul 06 02:00","25.1362357392095","22.975","30.7903993100962","0","0","70.0806258376742"
"Year 1 Jul 06 03:00","24.7702948316001","23.1","30.3724420423933","0","0","32.4105740264398"
"Year 1 Jul 06 04:00","24.5765581179574","23.275","29.9746864028146","0","0","-1.52478086777763"
"Year 1 Jul 06 05:00","24.6154176989882","23.675","29.6035512340526","0","0","-29.6631539021586"
"Year 1 Jul 06 06:00","24.6837418902861","24.1","29.2669482498514","0","0","-51.9332109850514"
"Year 1 Jul 06 07:00","24.9051473010412","24.425","28.9762395527464","55","21.75","-70.2343242333557"
"Year 1 Jul 06 08:00","26.4186252675","25.325","28.7334976191566","225.25","110.75","-84.2646199505557"
"Year 1 Jul 06 09:00","28.264227932303","26.2","28.5617162534426","325.5","182.25","-92.6587202558754"
"Year 1 Jul 06 10:00","29.8951690513923","27.375","28.4924359447827","463.75","227.25","-91.7940291982479"
"Year 1 Jul 06 11:00","31.7919416145207","28.225","28.5376984569859","126.25","381.25","-81.8275363370162"
"Year 1 Jul 06 12:00","32.8624382281778","29.075","28.6883690376868","229.75","428.25","-63.1924666281229"
"Year 1 Jul 06 13:00","33.3200205728328","29.075","28.9265227672804","409.75","410","-38.9756765430376"
"Year 1 Jul 06 14:00","35.4779189064228","28.55","29.2039745541268","211.75","487.25","-12.6619459298974"
"Year 1 Jul 06 15:00","34.9775032868976","27.125","29.5241030187244","98.25","379.75","15.5198861943213"
"Year 1 Jul 06 16:00","32.2372419680316","25.725","29.8501716274026","20.5","212","47.3024405330659"
"Year 1 Jul 06 17:00","31.2149238388732","24.35","30.0946919473474","15.75","147","69.8721547269053"
"Year 1 Jul 06 18:00","29.1295767978662","23.85","30.2084080690414","4.5","62.5","79.2579955727111"
"Year 1 Jul 06 19:00","27.7428549294255","23.65","30.2058065324043","0","12","75.6296313010266"
"Year 1 Jul 06 20:00","26.8691126406648","23.9","30.0917469892481","0","0","62.0016895431707"
"Year 1 Jul 06 21:00","26.4430174085582","23.775","29.902699843074","0","0","42.1339083962809"
"Year 1 Jul 06 22:00","25.7239043204201","23.625","29.670852253053","0","0","21.2846893912551"
"Year 1 Jul 06 23:00","25.0836880380827","23.3","29.422342712633","0","0","0.804223615724697"
"Year 1 Jul 07 00:00","24.8966973513435","23.425","29.1601251645703","0","0","-18.5737565299433"
"Year 1 Jul 07 01:00","24.7091377298206","23.575","28.8964281193155","0","0","-36.8496914642694"
"Year 1 Jul 07 02:00","24.6690751816877","24.05","28.6426171453818","0","0","-52.1421551180819"
"Year 1 Jul 07 03:00","24.6218055160693","24.05","28.4125668667727","0","0","-66.1297934465852"
"Year 1 Jul 07 04:00","24.4989082649375","24.075","28.2045652508008","0","0","-76.8372144950921"
"Year 1 Jul 07 05:00","24.2141252843835","23.725","28.0171780788206","0","0","-85.361356196176"
"Year 1 Jul 07 06:00","24.0305910472531","23.6","27.8401537709314","0","0","-91.7814949160053"
"Year 1 Jul 07 07:00","24.3180420878853","23.75","27.670664878856","19.5","20","-97.8398022384574"
"Year 1 Jul 07 08:00","25.4278814315063","24.1","27.515003346682","92","104.75","-102.735972602347"
"Year 1 Jul 07 09:00","26.7494407166401","24.8","27.4012466877116","119.75","196.5","-104.183589895485"
"Year 1 Jul 07 10:00","28.3938697597677","25.75","27.3590378055213","173","260","-100.232244909855"
"Year 1 Jul 07 11:00","29.9715468124173","26.75","27.402364730967","383.75","331","-89.6472226771361"
"Year 1 Jul 07 12:00","31.6224529806806","27.525","27.5376533012403","158.25","456.75","-72.2308442174395"
"Year 1 Jul 07 13:00","32.8971049393464","28","27.7570490976354","198","495.5","-48.9325700654202"
"Year 1 Jul 07 14:00","35.9004896840585","28.025","28.0473883362342","252.25","496","-21.5445311979633"
"Year 1 Jul 07 15:00","36.636103227175","27.775","28.4240355532495","190.75","434","10.1423823814023"
"Year 1 Jul 07 16:00","34.4382035561576","27.175","28.8693103295824","88.25","320.25","48.5422287062081"
"Year 1 Jul 07 17:00","33.1281570783882","26.4","29.2760190642649","90.75","240.75","82.9453081090376"
"Year 1 Jul 07 18:00","31.5278849570159","25.525","29.568147116248","70","142","105.137034162255"
"Year 1 Jul 07 19:00","30.7424275230198","24.775","29.7263842661146","54.75","61.5","114.380197499203"
"Year 1 Jul 07 20:00","27.1343826624969","24.15","29.7721547181564","0","0","113.022698980838"
"Year 1 Jul 07 21:00","26.1941137991175","23.85","29.6949564656382","0","0","100.437749015548"
"Year 1 Jul 07 22:00","25.4761434691897","23.65","29.4952211507677","0","0","77.1536563349066"
"Year 1 Jul 07 23:00","24.8520956322954","23.6","29.2257546048775","0","0","49.835485895672"
"Year 1 Jul 08 00:00","24.7125922482394","23.525","28.9293137839971","0","0","22.460706519861"
"Year 1 Jul 08 01:00","24.6227485120376","23.5","28.6310422470561","0","0","-2.22212657881489"
"Year 1 Jul 08 02:00","24.5101416936018","23.425","28.3522517132491","0","0","-22.9482419350757"
"Year 1 Jul 08 03:00","24.2521300602866","23.475","28.0978513131845","0","0","-39.339278147288"
"Year 1 Jul 08 04:00","23.975220268236","23.5","27.8660611255835","0","0","-52.7531063184278"
"Year 1 Jul 08 05:00","23.8254194987256","23.125","27.6523629830192","0","0","-64.6799341187834"
"Year 1 Jul 08 06:00","23.699290341964","23.15","27.4494479423428","0","0","-74.5198891961006"
"Year 1 Jul 08 07:00","24.0098235560286","23.5","27.262031091147","23.25","20.5","-83.4258647440709"
"Year 1 Jul 08 08:00","25.4723111261824","24.2","27.0965360444053","115.5","107.25","-90.5015028883602"
"Year 1 Jul 08 09:00","27.3170215331403","25.225","26.9854090114066","265.5","188","-93.4093404785859"
"Year 1 Jul 08 10:00","28.7979075085186","26.475","26.9669851632849","529.75","213.25","-88.9197724123008"
"Year 1 Jul 08 11:00","30.0437896724943","27.7","27.0520536744452","608","243","-76.5125724271332"
"Year 1 Jul 08 12:00","30.8373537656687","28.675","27.2235916861956","640.5","272","-58.0871479253338"
"Year 1 Jul 08 13:00","32.3788507028134","29.125","27.4544004735024","437","402","-36.308767879997"
"Year 1 Jul 08 14:00","35.0300041522721","28.9","27.7282512286632","234.5","471.75","-11.9763531725404"
"Year 1 Jul 08 15:00","33.8011429069785","28.05","28.0786600684126","53","322.5","16.7497160968912"
"Year 1 Jul 08 16:00","30.8633715645921","26.9","28.4519193122904","6","132.5","48.8417318591032"
"Year 1 Jul 08 17:00","28.865080516054","25.7","28.7232676933226","0","27","72.1951825686618"
"Year 1 Jul 08 18:00","27.9967458639407","24.8","28.8331738343356","4.25","16.25","79.5537252462999"
"Year 1 Jul 08 19:00","28.5346702546969","24.225","28.8116524285905","12.75","42","74.2185885575084"
"Year 1 Jul 08 20:00","26.3479650749929","24.025","28.7327946743726","0","0","64.1252477756718"
"Year 1 Jul 08 21:00","25.7344349196262","24","28.6129445211397","0","0","50.7476309616788"
"Year 1 Jul 08 22:00","25.4505851225553","24.075","28.4385510001118","0","0","33.4663074049937"
"Year 1 Jul 08 23:00","25.1662176616738","24.025","28.2355259501484","0","0","15.1537294488966"
"Year 1 Jul 09 00:00","24.5972485071482","23.925","28.0267626658585","0","0","-1.7096077158311"
"Year 1 Jul 09 01:00","24.1301398703869","23.675","27.8174290080302","0","0","-17.0078755854919"
"Year 1 Jul 09 02:00","23.9090012025589","23.45","27.6024295640297","0","0","-31.0690353649217"
"Year 1 Jul 09 03:00","23.7105513629261","23.25","27.384765962375","0","0","-43.6752771473048"
"Year 1 Jul 09 04:00","23.5116966792233","23.05","27.1766755393595","0","0","-55.5598606641158"
"Year 1 Jul 09 05:00","24.2766857288306","24.5","26.9821653816922","0","0","-66.341520199078"
"Year 1 Jul 09 06:00","24.5071778990309","24.775","26.8225811464871","0","0","-76.2800400666565"
"Year 1 Jul 09 07:00","24.3649752535497","24.175","26.6986371754222","19.25","19.75","-79.6389338144884"
"Year 1 Jul 09 08:00","25.114666389926","24","26.5999657327534","78.75","100.5","-80.3209793382521"
"Year 1 Jul 09 09:00","26.3872019264782","24.15","26.528723069462","100.75","194","-79.4033360015337"
"Year 1 Jul 09 10:00","28.0107274802494","25.325","26.5087099910169","250","275.25","-74.8088494536875"
"Year 1 Jul 09 11:00","29.7254713471243","26.975","26.5711056750462","491.5","307.5","-65.6455260657448"
"Year 1 Jul 09 12:00","32.0361830328163","29.125","26.725913014928","373.5","429.75","-50.5996669315681"
"Year 1 Jul 09 13:00","33.4864557720934","30.525","26.9886007618921","428.25","384.25","-29.6471473814618"
"Year 1 Jul 09 14:00","36.7508288981369","30.95","27.3381802766161","157","475.75","-1.24793198841391"
"Year 1 Jul 09 15:00","37.4623225931225","29.725","27.7873101885438","131.75","411","33.4906275689192"
"Year 1 Jul 09 16:00","34.8011649394513","27.95","28.3055514436042","42.25","266.5","77.313109061512"
"Year 1 Jul 09 17:00","32.0202384282831","25.925","28.7655707719434","21.25","154.75","116.242468111256"
"Year 1 Jul 09 18:00","28.9816036559257","24.875","29.0629449636364","4.25","43.5","138.911109267121"
"Year 1 Jul 09 19:00","28.7442986742025","24.4","29.1599400430469","10.5","40.5","139.584830744444"
"Year 1 Jul 09 20:00","26.9586782712232","24.675","29.1074379510633","0","0","126.079581140035"
"Year 1 Jul 09 21:00","26.2674784882855","24.65","28.9682542376746","0","0","104.582652784849"
"Year 1 Jul 09 22:00","25.7688256836878","24.6","28.7634821186135","0","0","80.4256344830495"
"Year 1 Jul 09 23:00","25.168984239084","24.15","28.527455473944","0","0","55.9008311679185"
"Year 1 Jul 10 00:00","25.0599744955989","24.15","28.2788351727689","0","0","33.1829654775415"
"Year 1 Jul 10 01:00","25.0729525521779","24.2","28.0360064739344","0","0","11.7212565141717"
"Year 1 Jul 10 02:00","25.1454861739625","24.8","27.8127094442735","0","0","-6.11008789290842"
"Year 1 Jul 10 03:00","25.2564752535654","25.15","27.6191071837585","0","0","-20.5639964409931"
"Year 1 Jul 10 04:00","25.2228786146898","25.425","27.4530973858822","0","0","-30.7921438188568"
"Year 1 Jul 10 05:00","24.4086484568835","23.625","27.3147503381716","0","0","-38.6867538116483"
"Year 1 Jul 10 06:00","23.645494791158","23","27.1725623273175","0","0","-43.3701792952468"
"Year 1 Jul 10 07:00","24.0189819859071","23.45","27.0156269320476","28.25","21","-51.4077020699368"
"Year 1 Jul 10 08:00","25.2121750537619","24.2","26.8529688920231","164.5","105.5","-60.5672243233475"
"Year 1 Jul 10 09:00","27.0047760908937","25.525","26.7316834126628","337.5","187.5","-66.5751166893905"
"Year 1 Jul 10 10:00","28.7716691042541","26.95","26.6960811990592","421.75","248.25","-66.3307614858225"
"Year 1 Jul 10 11:00","30.5583393959557","28.425","26.7673498261642","448.5","320.75","-57.5418908038552"
"Year 1 Jul 10 12:00","32.2611399691047","29.475","26.9464005116885","347.5","428","-41.151542500201"
"Year 1 Jul 10 13:00","33.3808229304335","30.3","27.2206683253739","467.75","357.25","-17.7306914281163"
"Year 1 Jul 10 14:00","36.9800823538544","30.725","27.5614893867749","256.75","419","9.58641852065839"
"Year 1 Jul 10 15:00","41.9158124089528","31.175","27.997399243166","553.25","298.25","41.9437213348359"
"Year 1 Jul 10 16:00","42.8069643776464","31.225","28.5899989868484","370.5","338.25","88.2163622954174"
"Year 1 Jul 10 17:00","43.3965522888713","31.05","29.3037777939994","428","186.25","145.693210179622"
"Year 1 Jul 10 18:00","36.5420053416041","30.25","30.0433388829859","65","140","203.614024675065"
"Year 1 Jul 10 19:00","34.5790695678514","29.25","30.6093317714663","48.75","60","242.804404604485"
"Year 1 Jul 10 20:00","30.3329033798519","27.95","30.9004154643031","0","0","252.950742223035"
"Year 1 Jul 10 21:00","28.8879251727008","26.85","30.9380001936449","0","0","239.095420814829"
"Year 1 Jul 10 22:00","27.8271768650948","25.775","30.775790677027","0","0","207.682258379248"
"Year 1 Jul 10 23:00","26.7698084724416","24.975","30.4997870714902","0","0","169.639289000111"
"Year 1 Jul 11 00:00","25.7839146513247","24.125","30.1700931451406","0","0","130.657900849546"
"Year 1 Jul 11 01:00","25.016092817803","23.6","29.8132581281403","0","0","93.0349089036672"
"Year 1 Jul 11 02:00","24.5081251577772","23.125","29.4444878481931","0","0","57.7583324200238"
"Year 1 Jul 11 03:00","24.2379845834158","23","29.0787025437572","0","0","25.4820464220659"
"Year 1 Jul 11 04:00","24.0999634712418","22.85","28.7306396402462","0","0","-3.03578688694619"
"Year 1 Jul 11 05:00","23.8470861462109","22.95","28.4077310729636","0","0","-26.6025296761416"
"Year 1 Jul 11 06:00","23.916190314798","23.45","28.1115621103755","0","0","-45.4248722704651"
"Year 1 Jul 11 07:00","24.5135514732838","24.425","27.8507896036048","124.5","16.25","-62.333387062631"
"Year 1 Jul 11 08:00","26.2589963790734","25.675","27.6394752245096","540.25","73.5","-75.609083908796"
"Year 1 Jul 11 09:00","27.7931913533493","26.9","27.5087541445115","666.5","113","-82.1777643463838"
"Year 1 Jul 11 10:00","29.4918566089594","28.1","27.4832737277534","607.5","191.75","-79.6360393434678"
"Year 1 Jul 11 11:00","31.0558455058387","29","27.5638262148912","471.75","299.5","-68.5138940351942"
"Year 1 Jul 11 12:00","31.7490456000672","29.8","27.7415513318427","631","273.5","-49.9669081141605"
"Year 1 Jul 11 13:00","33.0106233870641","30.45","27.9887451650987","632.75","288.25","-27.5357579218341"
"Year 1 Jul 11 14:00","36.7902042684366","31.05","28.2771198227224","338.25","426.25","-3.49990139198975"
"Year 1 Jul 11 15:00","41.2028400700222","31.35","28.6552109971344","677","234","25.8718191072751"
"Year 1 Jul 11 16:00","42.2242990936234","31.325","29.1942489230671","454.75","282.5","67.5125237099185"
"Year 1 Jul 11 17:00","43.8778354123562","30.775","29.8490973591456","506.5","186.75","121.348979426963"
"Year 1 Jul 11 18:00","41.2571625585817","29.7","30.54717693343","315.75","146.5","178.138010749065"
"Year 1 Jul 11 19:00","36.9572361500171","28.275","31.183899329922","121.5","68.25","227.483121456465"
"Year 1 Jul 11 20:00","30.7134645075979","26.775","31.616411043223","0","0","254.695936930861"
"Year 1 Jul 11 21:00","28.9543311718355","25.425","31.7415097163343","0","0","250.291662262528"
"Year 1 Jul 11 22:00","27.5597932002242","24.575","31.5857879279981","0","0","219.481862262781"
"Year 1 Jul 11 23:00","26.660713908131","24.1","31.2699505554408","0","0","176.801909000822"
"Year 1 Jul 12 00:00","26.3215829115492","23.925","30.8856733901495","0","0","131.068875678059"
"Year 1 Jul 12 01:00","25.9487146097961","23.825","30.487765432467","0","0","88.5855482412184"
"Year 1 Jul 12 02:00","25.2142565761426","23.65","30.1072369690291","0","0","51.9923553221125"
"Year 1 Jul 12 03:00","24.6194437219402","23.3","29.7484349752246","0","0","20.397955044494"
"Year 1 Jul 12 04:00","24.169985561522","22.975","29.4005925965332","0","0","-7.1795541963667"
"Year 1 Jul 12 05:00","23.9120116030665","23.125","29.063522007682","0","0","-31.5118885416675"
"Year 1 Jul 12 06:00","24.0045382029023","23.35","28.7409055534948","0","0","-52.2506669388028"
"Year 1 Jul 12 07:00","24.3493323698492","23.85","28.4480813528618","59.25","20.75","-70.504621654757"
"Year 1 Jul 12 08:00","25.8303537898148","24.75","28.2012634756817","320","91.75","-85.17710934673"
"Year 1 Jul 12 09:00","27.3381990487247","26.05","28.0265944610874","649.25","110.75","-93.8290316746618"
"Year 1 Jul 12 10:00","28.953667134251","27.6","27.9527105247874","859","109","-94.416165132826"
"Year 1 Jul 12 11:00","30.5895966212466","29.05","27.9847343068774","815.5","155.75","-86.5754275493424"
"Year 1 Jul 12 12:00","31.61583183266","30.15","28.1175335708018","954.25","123.5","-70.9494150387333"
"Year 1 Jul 12 13:00","33.2789905699348","30.925","28.3306283747915","827.5","195.5","-49.9243034072959"
"Year 1 Jul 12 14:00","37.4351163197109","31.325","28.6049255502804","572","319.5","-25.0851823119429"
"Year 1 Jul 12 15:00","41.7808508493017","31.4","28.9910290169637","667.5","242","7.69935229402503"
"Year 1 Jul 12 16:00","43.6635423411712","31.175","29.5542558632637","524","246","52.3405846156479"
"Year 1 Jul 12 17:00","41.6297281555799","30.725","30.252485835069","268.75","261.25","111.266727094064"
