1,"Building 1.eso"

"Date/Time","[1] Surface Outside Face Temperature  (C)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)","[1] Surface Inside Face Temperature  (C)","[1] Site Outdoor Air Drybulb Temperature  (C)"
,"BLOCK1:ZONE1_WALL_3_0_0","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","Environment"
"Year 1 Dec 01 01:00","20.6659066076463","0","0","86.5774136590096","27.5242142295142","15.425"
"Year 1 Dec 01 02:00","20.3740131296962","0","0","39.2181035670804","26.9935181117531","15.475"
"Year 1 Dec 01 03:00","19.9178990930298","0","0","-0.820304714141284","26.4984502653648","15.35"
"Year 1 Dec 01 04:00","19.4195878458156","0","0","-33.4217821906886","26.0415441417149","15"
"Year 1 Dec 01 05:00","18.8093770193502","0","0","-60.0576661474024","25.6139160547567","14.3"
"Year 1 Dec 01 06:00","18.1580498463267","0","0","-81.7690107214535","25.2028259357936","13.5"
"Year 1 Dec 01 07:00","18.0268487657076","0","0","-101.795573575087","24.8049139406856","14.35"
"Year 1 Dec 01 08:00","19.0983418448455","62.5","49.5","-122.441043756797","24.4359141532415","15.45"
"Year 1 Dec 01 09:00","21.5611995623432","296","128.75","-137.888134358885","24.1167247930857","16.375"
"Year 1 Dec 01 10:00","24.8366566568504","429","184.25","-144.126201708424","23.9098241783783","19.525"
"Year 1 Dec 01 11:00","28.4927968916806","402.5","258.75","-139.569766451621","23.8839848090497","23.5"
"Year 1 Dec 01 12:00","31.7856898862294","342.75","311.75","-119.151592495592","24.0672290407734","27.425"
"Year 1 Dec 01 13:00","34.3139183914267","237.75","349","-83.7212049990105","24.4541032931089","28.4"
"Year 1 Dec 01 14:00","36.4819128150609","135.25","336","-33.9801564230704","24.9886707095275","28.4"
"Year 1 Dec 01 15:00","36.3251725384141","79.25","262.5","19.924245422658","25.637504886154","28.4"
"Year 1 Dec 01 16:00","35.1366813666038","37","187","71.8741598558751","26.3203140591511","27.875"
"Year 1 Dec 01 17:00","31.8768234598364","12","85.5","119.403144993366","26.9133691266807","27.1"
"Year 1 Dec 01 18:00","28.746432683488","0","7.5","149.256592785707","27.3420893702684","26.375"
"Year 1 Dec 01 19:00","27.4648010617114","0","0","157.233695036132","27.5501636431451","25.675"
"Year 1 Dec 01 20:00","26.585313185794","0","0","147.797175418839","27.5673101221956","24.9"
"Year 1 Dec 01 21:00","25.8562442984243","0","0","129.449596754795","27.4666077524065","24.175"
"Year 1 Dec 01 22:00","25.2018236299577","0","0","107.746245302372","27.3023552722614","23.475"
"Year 1 Dec 01 23:00","24.5694470800606","0","0","85.625527322562","27.1033562616713","22.7"
"Year 1 Dec 02 00:00","23.978401106896","0","0","64.1623626038186","26.8847249487744","21.975"
"Year 1 Dec 02 01:00","23.480142496121","0","0","43.5175387203584","26.6543323468913","21.5"
"Year 1 Dec 02 02:00","23.027776165709","0","0","23.5392030007981","26.4198317080066","21.1"
"Year 1 Dec 02 03:00","22.6046872149464","0","0","5.17121680234549","26.1834773308203","20.7"
"Year 1 Dec 02 04:00","22.2583082549471","0","0","-11.643891937653","25.9480441262896","20.525"
"Year 1 Dec 02 05:00","21.9713849901208","0","0","-26.9324965857714","25.7159530822804","20.5"
"Year 1 Dec 02 06:00","21.705058710941","0","0","-40.4184081049377","25.4890621653544","20.425"
"Year 1 Dec 02 07:00","21.5142241859406","0","0","-52.1728764999461","25.2688609035385","20.475"
"Year 1 Dec 02 08:00","22.0075256096071","19.25","35.75","-63.3641907794973","25.062315412418","20.5"
"Year 1 Dec 02 09:00","23.7289124559098","107.25","124","-71.9890365767515","24.878377798999","20.575"
"Year 1 Dec 02 10:00","26.6778344516551","249.5","221","-75.4442413203691","24.7596838553962","22.25"
"Year 1 Dec 02 11:00","29.5271013822202","453.25","244.25","-70.70919844183","24.7723306854487","24.45"
"Year 1 Dec 02 12:00","31.6907400566549","613.75","219","-53.3809119838684","24.949433438259","26.65"
"Year 1 Dec 02 13:00","34.2362072890182","639.25","208.5","-25.4459374744451","25.2795265582009","27.2"
"Year 1 Dec 02 14:00","39.6218498248705","592.25","214.75","11.6749051391518","25.7282342281903","27.125"
"Year 1 Dec 02 15:00","43.7985684205905","545.25","182.25","59.8677746604807","26.3407780927917","27.1"
"Year 1 Dec 02 16:00","44.9696554474318","427.25","139.5","126.13613102904","27.1343897285639","27.1"
"Year 1 Dec 02 17:00","40.5662047694449","195","86.75","200.3935573948","28.0419390019574","27.025"
"Year 1 Dec 02 18:00","32.4680758366664","0","11.5","263.023075760019","28.8650410916066","27"
"Year 1 Dec 02 19:00","29.8466073297386","0","0","289.874040922282","29.3600825687198","25.725"
"Year 1 Dec 02 20:00","27.9665691119478","0","0","280.758394822434","29.4727573287438","24.1"
"Year 1 Dec 02 21:00","26.3215751164898","0","0","249.622997558491","29.3344230769525","22.425"
"Year 1 Dec 02 22:00","25.0848224498434","0","0","209.386714680089","29.0507792230313","21.625"
"Year 1 Dec 02 23:00","24.0774800181775","0","0","164.847294517754","28.6925518353672","21.05"
"Year 1 Dec 03 00:00","23.2123060775067","0","0","121.265133814281","28.2977218007086","20.525"
"Year 1 Dec 03 01:00","22.5312093254456","0","0","81.1085145674334","27.8868659160882","19.875"
"Year 1 Dec 03 02:00","21.9798929236315","0","0","44.5351149265121","27.4761161639977","19.25"
"Year 1 Dec 03 03:00","21.471864053063","0","0","11.9391868259352","27.0762846965428","18.575"
"Year 1 Dec 03 04:00","20.9679100954987","0","0","-16.3704560015645","26.691279795981","18.25"
"Year 1 Dec 03 05:00","20.4209261738263","0","0","-41.1764282218029","26.3229492934057","18.05"
"Year 1 Dec 03 06:00","19.8482132710323","0","0","-62.2877810856177","25.9651381567148","17.85"
"Year 1 Dec 03 07:00","19.8056596480141","0","0","-81.8328880112269","25.6178898990654","18.7"
"Year 1 Dec 03 08:00","20.9244888595228","70.25","50.5","-101.448684313514","25.2974381033121","19.9"
"Year 1 Dec 03 09:00","23.4200455708268","341.25","133","-116.294882363101","25.0285380105956","21.1"
"Year 1 Dec 03 10:00","26.0038055104717","597.75","149.25","-121.633053105825","24.8696613435025","23.05"
"Year 1 Dec 03 11:00","28.2303597313238","781.5","119.5","-115.120149840806","24.8684749898797","25.25"
"Year 1 Dec 03 12:00","30.389406864063","815.25","128.5","-96.4971383217499","25.0236797928765","27.45"
"Year 1 Dec 03 13:00","33.5226920798849","818.25","132","-68.7679429856076","25.3150662384922","28.825"
"Year 1 Dec 03 14:00","40.3530622030258","795","126.25","-32.0842043475192","25.7314269156815","30"
"Year 1 Dec 03 15:00","46.7416766729543","728.75","115.75","18.8022101550168","26.3539874451598","31.125"
"Year 1 Dec 03 16:00","48.9484999170268","563.5","107","89.1694412085316","27.2680624582156","31.025"
"Year 1 Dec 03 17:00","44.321586876272","255.25","82","182.530168226003","28.3675171287528","30.6"
"Year 1 Dec 03 18:00","34.8103755688583","0.5","12.5","266.93074152253","29.4135894449325","30.125"
"Year 1 Dec 03 19:00","31.9369194806013","0","0","310.872089999829","30.0905275147473","28.65"
"Year 1 Dec 03 20:00","30.118011436567","0","0","310.491780936869","30.3244323773201","26.85"
"Year 1 Dec 03 21:00","28.6418275766851","0","0","283.379191529328","30.2675112791499","25.05"
"Year 1 Dec 03 22:00","27.619262552637","0","0","244.690669668332","30.0519995696815","24.45"
"Year 1 Dec 03 23:00","26.8268676810177","0","0","201.170032766038","29.762743713175","24.25"
"Year 1 Dec 04 00:00","26.1047656770899","0","0","159.300168923693","29.440804197407","24.05"
"Year 1 Dec 04 01:00","25.5440208644907","0","0","120.653941282811","29.1107781088865","23.775"
"Year 1 Dec 04 02:00","25.077048287851","0","0","85.9842500987522","28.7846849987189","23.55"
"Year 1 Dec 04 03:00","24.6445881591649","0","0","55.5903298366405","28.4689967044329","23.275"
"Year 1 Dec 04 04:00","24.2186620467554","0","0","29.0877775454014","28.1673768699671","22.975"
"Year 1 Dec 04 05:00","23.798250264423","0","0","5.88904409065995","27.88054623542","22.6"
"Year 1 Dec 04 06:00","23.3841895088157","0","0","-14.210668639776","27.604977119457","22.275"
"Year 1 Dec 04 07:00","23.1117023129895","0","0","-31.940595148173","27.3389269340814","22.275"
"Year 1 Dec 04 08:00","23.7484547570418","38","47.25","-47.3158520497269","27.0821420610121","22.45"
"Year 1 Dec 04 09:00","25.4652161602805","145.5","141","-60.3586461452665","26.8556345521895","22.575"
"Year 1 Dec 04 10:00","27.2601073129566","98.25","225.75","-66.7832716333741","26.7029146075008","22.825"
"Year 1 Dec 04 11:00","28.0369836476823","11.25","232.25","-63.8968382105797","26.6582797042959","23.05"
"Year 1 Dec 04 12:00","15.9239758602959","0.5","152.25","-54.2777943316761","26.6971637134953","23.325"
"Year 1 Dec 04 13:00","20.3296994288509","5","205.5","-59.2926387626988","26.5773603386705","22.95"
"Year 1 Dec 04 14:00","26.0188134089701","16.5","226.5","-83.1978011747014","26.2253994465716","22.35"
"Year 1 Dec 04 15:00","26.8266587955067","21.5","212.25","-94.818452667662","25.9900570738644","21.75"
"Year 1 Dec 04 16:00","26.2398933803465","11.25","163","-87.5657917739846","25.9538719200938","21.15"
"Year 1 Dec 04 17:00","24.408867572052","2.25","81","-72.9443054940647","26.0097515281534","20.55"
"Year 1 Dec 04 18:00","18.8687153917517","0","7.5","-61.9192277058252","26.0397119160068","19.95"
"Year 1 Dec 04 19:00","19.7274388324943","0","0","-64.8911502480164","25.9133807719443","19.875"
"Year 1 Dec 04 20:00","20.7698809891864","0","0","-81.5500377879778","25.6347611412102","20.05"
"Year 1 Dec 04 21:00","18.5499622625703","0","0","-98.7031839866224","25.3425033358345","20.175"
"Year 1 Dec 04 22:00","19.2069185886545","0","0","-114.214787880122","25.0547795115212","20.05"
"Year 1 Dec 04 23:00","20.0829512598981","0","0","-129.336583914086","24.7559224976143","19.85"
"Year 1 Dec 05 00:00","18.3011860329406","0","0","-139.698793790674","24.4974890867671","19.65"
"Year 1 Dec 05 01:00","18.6726912337182","0","0","-147.393371010296","24.259535004483","19.225"
"Year 1 Dec 05 02:00","19.0461051284101","0","0","-154.913340060976","24.0124469045621","18.65"
"Year 1 Dec 05 03:00","18.7281270679694","0","0","-159.649334977677","23.7869586178487","18.125"
"Year 1 Dec 05 04:00","18.635994006731","0","0","-162.242318978178","23.5843894410107","18.15"
"Year 1 Dec 05 05:00","18.6517841313614","0","0","-164.564603172744","23.3954192810284","18.425"
"Year 1 Dec 05 06:00","18.6389352664133","0","0","-166.05431793394","23.2181519598478","18.65"
"Year 1 Dec 05 07:00","18.6606331486204","0","0","-166.471560244684","23.0533412765466","18.85"
"Year 1 Dec 05 08:00","19.5186278075866","85.75","45.25","-165.987959439664","22.9013578208125","19.125"
"Year 1 Dec 05 09:00","21.9655200314828","380.25","119","-163.525843908945","22.7755807251382","19.35"
"Year 1 Dec 05 10:00","24.5782207086914","597","146.75","-155.103890825023","22.7264055899536","20.975"
"Year 1 Dec 05 11:00","26.3365521241143","790.5","114.5","-138.675401564734","22.8135866302151","23"
"Year 1 Dec 05 12:00","28.1510907094341","833.25","120.5","-112.956602605514","23.0311874277354","25.075"
"Year 1 Dec 05 13:00","31.0418561864701","836","124.25","-81.4725779251015","23.3532951008984","26.275"
"Year 1 Dec 05 14:00","37.6616884260551","822.25","113.25","-43.6304527679074","23.772163659935","27.25"
"Year 1 Dec 05 15:00","43.9135344833516","782.25","88.25","6.29066146930295","24.3774853298485","28.175"
"Year 1 Dec 05 16:00","46.5635560403006","607.25","90.75","74.1761801764795","25.2629552926968","28.025"
"Year 1 Dec 05 17:00","42.2354045622272","297.25","71.5","164.544867381807","26.3397434588483","27.6"
"Year 1 Dec 05 18:00","32.3889065205008","2","12.5","248.619389147914","27.3800137219756","27.125"
"Year 1 Dec 05 19:00","29.5528232577123","0","0","293.419771253735","28.0572081801452","26.025"
"Year 1 Dec 05 20:00","27.7336778764274","0","0","293.425485305619","28.2881769957396","24.65"
"Year 1 Dec 05 21:00","26.3560936852221","0","0","266.774785677189","28.2258426702636","23.325"
"Year 1 Dec 05 22:00","25.2660501599479","0","0","228.815547346055","28.0046638164316","22.325"
"Year 1 Dec 05 23:00","24.3113039811674","0","0","187.652511576032","27.7043246580905","21.5"
"Year 1 Dec 06 00:00","23.4271645804752","0","0","147.695808050978","27.3647070746253","20.625"
"Year 1 Dec 06 01:00","22.6818600204443","0","0","109.940336499089","27.0084911042287","20.025"
"Year 1 Dec 06 02:00","22.0311036042311","0","0","75.1196210186079","26.6467050584553","19.525"
"Year 1 Dec 06 03:00","21.4259758605337","0","0","43.3594730302846","26.2874842278341","19.025"
"Year 1 Dec 06 04:00","20.862987166472","0","0","14.7611896684947","25.9351399778069","18.525"
"Year 1 Dec 06 05:00","20.3212627029816","0","0","-10.696174821536","25.5904303640359","18.025"
"Year 1 Dec 06 06:00","19.7306867186848","0","0","-33.2429116294142","25.252795471989","17.525"
"Year 1 Dec 06 07:00","19.3865797052668","0","0","-53.2181055557781","24.91979747102","17.55"
"Year 1 Dec 06 08:00","20.0315951093973","87.25","44.25","-71.2793411109565","24.594510323887","17.75"
"Year 1 Dec 06 09:00","22.1157622974984","381","117.75","-87.2843945700716","24.304863643971","17.95"
"Year 1 Dec 06 10:00","24.6502229805809","600.5","144.75","-95.7728936183192","24.1021238023533","19.875"
"Year 1 Dec 06 11:00","26.8614963944371","796.25","112","-94.8544297210705","24.0467690583885","22.3"
"Year 1 Dec 06 12:00","29.0393416029455","840.75","116.75","-81.8474159627649","24.1472230481752","24.775"
"Year 1 Dec 06 13:00","32.1528530028001","841.75","121.5","-58.7364333982636","24.388293156394","25.625"
"Year 1 Dec 06 14:00","39.1067446963463","816.5","117.75","-24.9106929510883","24.7568662112405","26"
"Year 1 Dec 06 15:00","45.1717728797416","754.5","106.25","22.2631344654191","25.3461202157724","26.325"
"Year 1 Dec 06 16:00","47.9876578636157","610.25","90.5","93.8729922783066","26.2150791219965","26.625"
"Year 1 Dec 06 17:00","43.8265959418262","300","71","184.097942708292","27.2892077685843","27"
"Year 1 Dec 06 18:00","33.8215666984609","3","13","268.074445434409","28.340000393608","27.325"
"Year 1 Dec 06 19:00","30.5764848447745","0","0","313.063231388556","29.0324223141728","25.525"
"Year 1 Dec 06 20:00","28.2399459631669","0","0","314.479489564041","29.2611310347008","23.1"
"Year 1 Dec 06 21:00","26.2245127072226","0","0","286.899139190441","29.1730912028591","20.625"
"Year 1 Dec 06 22:00","24.7950556094532","0","0","245.928195365756","28.8941051915702","19.475"
"Year 1 Dec 06 23:00","23.6955582466023","0","0","197.562869206505","28.5149738513872","18.7"
"Year 1 Dec 07 00:00","22.7400212304694","0","0","149.417087766977","28.0857994158473","17.975"
"Year 1 Dec 07 01:00","21.9352349683576","0","0","104.779899389363","27.6352452347841","17.425"
"Year 1 Dec 07 02:00","21.2355068736434","0","0","63.1717108966481","27.1864727122035","17"
"Year 1 Dec 07 03:00","20.5888665059145","0","0","25.9940820453454","26.7467521212587","16.525"
"Year 1 Dec 07 04:00","20.0078212558305","0","0","-6.7070216885694","26.3193922555864","16.175"
"Year 1 Dec 07 05:00","19.4674831086403","0","0","-35.4160737914001","25.9060693597584","15.8"
"Year 1 Dec 07 06:00","18.972532275711","0","0","-60.1117688278107","25.5051601879286","15.475"
"Year 1 Dec 07 07:00","18.6408031386373","0","0","-81.2204485234734","25.1154287193118","15.775"
"Year 1 Dec 07 08:00","19.3095393777766","74","47.75","-101.755023086423","24.7504427738131","16.35"
"Year 1 Dec 07 09:00","21.1747489359257","345.5","125.5","-118.635552404623","24.4260198224622","16.875"
"Year 1 Dec 07 10:00","23.5578766120929","621.25","136","-127.795913201303","24.1900082662407","18.875"
"Year 1 Dec 07 11:00","25.9536246783791","800.75","110.25","-127.67716232589","24.0946776037822","21.45"
"Year 1 Dec 07 12:00","28.2902014778867","844.5","115.25","-115.549416123104","24.1548563165706","23.975"
"Year 1 Dec 07 13:00","31.074769162664","848.25","118.25","-92.2942042510787","24.3625287585976","25.425"
"Year 1 Dec 07 14:00","37.8209024188292","825","113.75","-58.59565142857","24.7035735727117","26.6"
"Year 1 Dec 07 15:00","43.9180791150338","757.75","105.75","-11.2906833168183","25.2527394683877","27.725"
"Year 1 Dec 07 16:00","46.3596467900957","587","101.5","54.7665062066724","26.0937760719828","27.475"
"Year 1 Dec 07 17:00","41.8635651189742","268.75","81.5","143.215755458127","27.1280958801601","26.85"
"Year 1 Dec 07 18:00","32.3005333011353","3.5","13","225.177934994116","28.1186485719567","26.175"
"Year 1 Dec 07 19:00","29.2651767862314","0","0","268.397937443687","28.7488587883026","24.725"
"Year 1 Dec 07 20:00","27.2446954217792","0","0","267.907038058796","28.9361830659744","23.1"
"Year 1 Dec 07 21:00","25.5516492446532","0","0","240.538207077599","28.8268119476934","21.425"
"Year 1 Dec 07 22:00","24.303420132703","0","0","201.713426645705","28.5471841900263","20.475"
"Year 1 Dec 07 23:00","23.3464952935071","0","0","157.680571224747","28.1813493920935","19.85"
"Year 1 Dec 08 00:00","22.4911719252828","0","0","114.339713333511","27.7754458070548","19.175"
"Year 1 Dec 08 01:00","21.8124546456434","0","0","74.4215135466722","27.3540406526108","18.55"
"Year 1 Dec 08 02:00","21.2381889230841","0","0","37.7206914827111","26.9359279468994","17.95"
"Year 1 Dec 08 03:00","20.6698493629914","0","0","5.34823509648588","26.5281677072382","17.35"
"Year 1 Dec 08 04:00","20.1963304547844","0","0","-22.9057778760596","26.1342611452126","16.9"
"Year 1 Dec 08 05:00","19.7877055416569","0","0","-47.4408334862966","25.754598038109","16.5"
"Year 1 Dec 08 06:00","19.4183463701954","0","0","-68.0571830308396","25.3881546084697","16.1"
"Year 1 Dec 08 07:00","19.2191375859604","0","0","-86.3031666977409","25.0390535508671","16.6"
"Year 1 Dec 08 08:00","20.0130309580736","69.75","46.75","-104.002897740327","24.7195234353198","17.4"
"Year 1 Dec 08 09:00","22.1638372568324","339","125.25","-117.654120229769","24.4422247588166","18.2"
"Year 1 Dec 08 10:00","24.6235807364201","609.75","138.5","-123.36104457954","24.2582393658839","20.05"
"Year 1 Dec 08 11:00","26.8971634038106","787.25","114.5","-118.909300674995","24.2178549902159","22.25"
"Year 1 Dec 08 12:00","29.0435838251966","832.75","119.25","-102.735859030215","24.3289690073869","24.45"
"Year 1 Dec 08 13:00","31.6282293956064","846.75","119","-76.867448324952","24.5766196711068","25.75"
"Year 1 Dec 08 14:00","38.0935609306617","824.75","113.75","-42.4114106919292","24.9437152525225","26.75"
