1,"eplusout.eso"

"Date/Time","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Temperature  (C)","[1] Surface Outside Face Temperature  (C)"
,"Environment","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Jan 14 11:00","133.75","757.5","20.5","18.5181006585039","21.0834200938784"
"Year 1 Jan 14 12:00","124.25","842","23.625","18.6291060974407","23.4160045088521"
"Year 1 Jan 14 13:00","115.75","873.5","25.225","18.8758624386234","24.9326268030153"
"Year 1 Jan 14 14:00","112.75","861","26.4","19.2223958805941","26.022609930544"
"Year 1 Jan 14 15:00","106.5","809.5","27.525","19.6373104226994","26.8312623256003"
"Year 1 Jan 14 16:00","105.75","673.5","27.425","20.0829938115686","26.804605119449"
"Year 1 Jan 14 17:00","88.25","410.25","27","20.5232324040772","26.1101016357095"
"Year 1 Jan 14 18:00","42.25","76.5","26.525","20.9074374120486","24.9050466620838"
"Year 1 Jan 14 19:00","0","0","24.75","21.1980023537653","23.3084069552451"
"Year 1 Jan 14 20:00","0","0","22.55","21.368053612505","21.9712693619603"
"Year 1 Jan 14 21:00","0","0","20.35","21.418966642518","20.7090629973726"
"Year 1 Jan 14 22:00","0","0","18.75","21.3667417388908","19.6501611629966"
"Year 1 Jan 14 23:00","0","0","17.35","21.2351155022441","18.6850350750147"
"Year 1 Jan 15 00:00","0","0","15.95","21.04229329742","17.7216984099029"
"Year 1 Jan 15 01:00","0","0","15.375","20.8051458826766","17.0943265686148"
"Year 1 Jan 15 02:00","0","0","15","20.5443553090391","16.6429235889398"
"Year 1 Jan 15 03:00","0","0","14.675","20.2722137168756","16.2375960488669"
"Year 1 Jan 15 04:00","0","0","14.375","20.0001688279851","15.812254506565"
"Year 1 Jan 15 05:00","0","0","14","19.7324520443397","15.3141678288968"
"Year 1 Jan 15 06:00","0","0","13.675","19.4663884115221","14.8217523700475"
"Year 1 Jan 15 07:00","0","0","13.75","19.2004843868375","14.5891038234051"
"Year 1 Jan 15 08:00","33.5","56","13.95","18.9442855332065","15.0007660561568"
"Year 1 Jan 15 09:00","107.75","303","14.15","18.7112431850698","16.6209644406897"
"Year 1 Jan 15 10:00","137.25","586.5","16.675","18.5455303551224","18.7256397739449"
"Year 1 Jan 15 11:00","136.25","749.75","20.05","18.5050658495654","20.8570761634775"
"Year 1 Jan 15 12:00","132","823.75","23.375","18.6053651607559","23.2095956475835"
"Year 1 Jan 15 13:00","145.5","808.5","25.025","18.8452446472493","24.8702872175291"
"Year 1 Jan 15 14:00","184","702.25","26.2","19.1902514320251","26.2841812601796"
"Year 1 Jan 15 15:00","193","584.5","27.325","19.6125976515433","27.2230912450648"
"Year 1 Jan 15 16:00","146.75","514.75","27.525","20.0789784469884","27.0707910484898"
"Year 1 Jan 15 17:00","100.25","324","27.35","20.5452851111045","26.2243039260062"
"Year 1 Jan 15 18:00","40","72","27.225","20.9505856416867","24.9010799582937"
"Year 1 Jan 15 19:00","0","0","25.625","21.2530225022799","23.4693376473346"
"Year 1 Jan 15 20:00","0","0","23.6","21.4303843985025","22.3772104877846"
"Year 1 Jan 15 21:00","0","0","21.525","21.4949649375826","21.2659469794432"
"Year 1 Jan 15 22:00","0","0","20.025","21.4663087511168","20.2980709650404"
"Year 1 Jan 15 23:00","0","0","18.65","21.3663863618302","19.4320017817668"
"Year 1 Jan 16 00:00","0","0","17.325","21.2088291735243","18.6165116517631"
"Year 1 Jan 16 01:00","0","0","16.7","21.0103621475165","17.9852423169381"
"Year 1 Jan 16 02:00","0","0","16.3","20.7883352615209","17.4792927419111"
"Year 1 Jan 16 03:00","0","0","15.9","20.552928671468","17.0117360210577"
"Year 1 Jan 16 04:00","0","0","15.575","20.3117852297954","16.5901620177464"
"Year 1 Jan 16 05:00","0","0","15.2","20.0695859742336","16.1583833747878"
"Year 1 Jan 16 06:00","0","0","14.875","19.8271780879672","15.7378419004602"
"Year 1 Jan 16 07:00","0","0","14.575","19.5839154030342","15.398902570221"
"Year 1 Jan 16 08:00","33.75","42.25","14.2","19.3447598394559","15.5975055712537"
"Year 1 Jan 16 09:00","109.25","252.5","13.875","19.1199268765962","16.8935308288198"
"Year 1 Jan 16 10:00","141.25","553","16.5","18.9480621033585","18.8928018151743"
"Year 1 Jan 16 11:00","141.25","733.75","20.1","18.8901175135068","21.0408157994273"
"Year 1 Jan 16 12:00","132.75","824","23.7","18.9685321468943","23.5435249858762"
"Year 1 Jan 16 13:00","164.75","768.25","25.35","19.1907232017455","25.3196291750579"
"Year 1 Jan 16 14:00","249.5","552.25","26.35","19.5243996776247","26.8503223594197"
"Year 1 Jan 16 15:00","270.25","350.75","27.35","19.945248837768","27.8513579786995"
"Year 1 Jan 16 16:00","196.5","313","27.45","20.4180321413016","27.5833186383999"
"Year 1 Jan 16 17:00","128.5","167.25","27.25","20.8922120152263","26.6552140172933"
"Year 1 Jan 16 18:00","41.5","27","27.05","21.2991546763737","25.2692267614899"
"Year 1 Jan 16 19:00","0","0","24.975","21.5984992435515","23.5503629061765"
"Year 1 Jan 16 20:00","0","0","22.35","21.7622515347584","22.0548967901312"
"Year 1 Jan 16 21:00","0","0","19.675","21.7958296969751","20.6697054165484"
"Year 1 Jan 16 22:00","0","0","18.4","21.7174475120921","19.667033729198"
"Year 1 Jan 16 23:00","0","0","17.6","21.5619689784873","18.8601142553059"
"Year 1 Jan 17 00:00","0","0","16.8","21.3542782086255","18.0957497543618"
"Year 1 Jan 17 01:00","0","0","16.45","21.1130747493632","17.5440123185373"
"Year 1 Jan 17 02:00","0","0","16.25","20.8573438104193","17.1294964412457"
"Year 1 Jan 17 03:00","0","0","16.05","20.5969974672467","16.7673082094733"
"Year 1 Jan 17 04:00","0","0","15.85","20.3398739639286","16.4395438349056"
"Year 1 Jan 17 05:00","0","0","15.65","20.0893430944246","16.1365369965277"
"Year 1 Jan 17 06:00","0","0","15.45","19.8459051328874","15.8523683589622"
"Year 1 Jan 17 07:00","0","0","15.475","19.6147284337147","15.6451357912641"
"Year 1 Jan 17 08:00","29.25","44.25","15.65","19.3969969043281","15.9398486362372"
"Year 1 Jan 17 09:00","104.75","203.25","15.775","19.2005628519174","17.2330638607877"
"Year 1 Jan 17 10:00","191.25","302.5","17.9","19.0583829003383","19.5951097869603"
"Year 1 Jan 17 11:00","247.75","372.75","20.7","19.0300198321335","22.1617758222615"
"Year 1 Jan 17 12:00","275.5","445.75","23.5","19.1484010670859","24.5751450640943"
"Year 1 Jan 17 13:00","244.75","622.25","25.175","19.4183439160221","26.3159098075125"
"Year 1 Jan 17 14:00","172.5","754.25","26.4","19.8019859121554","27.1719163061292"
"Year 1 Jan 17 15:00","108","803.75","27.675","20.254780877338","27.5407583630198"
"Year 1 Jan 17 16:00","98.75","688","28.075","20.7258211127454","27.5522648577552"
"Year 1 Jan 17 17:00","87","429.75","28.1","21.1767982840048","26.9998919633293"
"Year 1 Jan 17 18:00","40.75","112.5","28.175","21.5632958929955","25.8009113512404"
"Year 1 Jan 17 19:00","0","0","26.55","21.8618751764056","24.319864764173"
"Year 1 Jan 17 20:00","0","0","24.35","22.0425740166222","23.1507571336513"
"Year 1 Jan 17 21:00","0","0","22.15","22.1111892330943","21.975451722848"
"Year 1 Jan 17 22:00","0","0","21.15","22.0850094562122","21.2179263873423"
"Year 1 Jan 17 23:00","0","0","20.55","21.9937309372129","20.7033303432637"
"Year 1 Jan 18 00:00","0","0","19.95","21.8602813334531","20.2154272055702"
"Year 1 Jan 18 01:00","0","0","19.2","21.7030966328717","19.6988095678094"
"Year 1 Jan 18 02:00","0","0","18.4","21.5303819228091","19.1658882726421"
"Year 1 Jan 18 03:00","0","0","17.6","21.3453772187839","18.5759071000793"
"Year 1 Jan 18 04:00","0","0","16.8","21.1493125703288","17.9980300327641"
"Year 1 Jan 18 05:00","0","0","16","20.9409529072883","17.3843069088253"
"Year 1 Jan 18 06:00","0","0","15.2","20.7193155284456","16.7870055916323"
"Year 1 Jan 18 07:00","0","0","15.9","20.4855613585143","16.6298956737375"
"Year 1 Jan 18 08:00","34.5","57","17.1","20.2525644573328","17.2693314855151"
"Year 1 Jan 18 09:00","108.75","306.5","18.3","20.0496315765461","19.2405597670179"
"Year 1 Jan 18 10:00","128.5","605","20.475","19.9285513560637","21.3987051605247"
"Year 1 Jan 18 11:00","103.5","806.5","22.9","19.9380697308109","23.1852974730001"
"Year 1 Jan 18 12:00","116.25","847.75","25.375","20.0833493071843","25.176786955274"
"Year 1 Jan 18 13:00","123","857.25","27.2","20.3450018227917","26.8169421490221"
"Year 1 Jan 18 14:00","113.5","855","28.8","20.7001847292709","28.0293967904119"
"Year 1 Jan 18 15:00","84.5","842","30.4","21.1245224579181","28.7061373778934"
"Year 1 Jan 18 16:00","83.5","723.25","30.575","21.582629420096","28.7263565110277"
"Year 1 Jan 18 17:00","77.5","462.75","30.35","22.0347862527004","28.2722572617525"
"Year 1 Jan 18 18:00","41.75","117","30.075","22.4309764113626","27.329325620645"
"Year 1 Jan 18 19:00","0","0","28.275","22.7474054962627","25.8425277358448"
"Year 1 Jan 18 20:00","0","0","26.05","22.9548046098676","24.5815268296566"
"Year 1 Jan 18 21:00","0","0","23.775","23.0507258274964","23.3314700906935"
"Year 1 Jan 18 22:00","0","0","22.6","23.0461409446318","22.4520932459601"
"Year 1 Jan 18 23:00","0","0","21.8","22.9690088449292","21.7623085663014"
"Year 1 Jan 19 00:00","0","0","21","22.8402638172206","21.1165347255813"
"Year 1 Jan 19 01:00","0","0","20.2","22.6778420121266","20.51029046862"
"Year 1 Jan 19 02:00","0","0","19.4","22.4920935061685","19.9169092053668"
"Year 1 Jan 19 03:00","0","0","18.6","22.2899810992715","19.3248508539602"
"Year 1 Jan 19 04:00","0","0","17.725","22.074391071789","18.7151222925948"
"Year 1 Jan 19 05:00","0","0","16.9","21.8475971366207","18.0701122176918"
"Year 1 Jan 19 06:00","0","0","16.025","21.6086109834648","17.3716713081158"
"Year 1 Jan 19 07:00","0","0","15.8","21.3558311092107","16.9757858343219"
"Year 1 Jan 19 08:00","34.5","56.5","15.8","21.0952240005326","17.2841191683648"
"Year 1 Jan 19 09:00","111.25","298.5","15.8","20.8451703255236","18.8323604771152"
"Year 1 Jan 19 10:00","136.5","583.75","17.6","20.6590980887759","20.6790133807146"
"Year 1 Jan 19 11:00","105.75","799.5","20","20.588099051874","22.0897647829252"
"Year 1 Jan 19 12:00","118.25","843.25","22.4","20.6354064765196","23.7911840240089"
"Year 1 Jan 19 13:00","121","863","24.05","20.7909813260735","25.226128839874"
"Year 1 Jan 19 14:00","114.75","860.75","25.45","21.0369680119584","26.3312015970017"
"Year 1 Jan 19 15:00","106.25","817.75","26.85","21.3480960535287","27.0715208985108"
"Year 1 Jan 19 16:00","109.75","679.5","26.975","21.6976220687436","27.1219129418798"
"Year 1 Jan 19 17:00","97.5","413.75","26.75","22.0503883246181","26.4913729143399"
"Year 1 Jan 19 18:00","47.75","93.75","26.475","22.3642535692243","25.2282535518187"
"Year 1 Jan 19 19:00","0","0","25.125","22.5961427145555","23.6934315287266"
"Year 1 Jan 19 20:00","0","0","23.35","22.7174104608808","22.605128150715"
"Year 1 Jan 19 21:00","0","0","21.625","22.7324312910561","21.6283033690073"
"Year 1 Jan 19 22:00","0","0","20.825","22.6635071382504","20.9290054196849"
"Year 1 Jan 19 23:00","0","0","20.25","22.5389504672736","20.3687784762639"
"Year 1 Jan 20 00:00","0","0","19.725","22.3780646328207","19.8531296916184"
"Year 1 Jan 20 01:00","0","0","19","22.1955243267084","19.3218382064986"
"Year 1 Jan 20 02:00","0","0","18.2","21.998606431369","18.7733182985784"
"Year 1 Jan 20 03:00","0","0","17.4","21.7903350613715","18.2391043944889"
"Year 1 Jan 20 04:00","0","0","16.6","21.5711718573698","17.704498206731"
"Year 1 Jan 20 05:00","0","0","15.8","21.3415914320704","17.1696805389084"
"Year 1 Jan 20 06:00","0","0","15","21.1018485436192","16.6360538461323"
"Year 1 Jan 20 07:00","0","0","14.425","20.8516874318296","16.1471419012196"
"Year 1 Jan 20 08:00","34.5","57.25","14","20.597759231489","16.2538627670454"
"Year 1 Jan 20 09:00","108.75","308.25","13.525","20.3500039577878","17.5047007965797"
"Year 1 Jan 20 10:00","133.5","599","16.1","20.1497009442341","19.5448226485124"
"Year 1 Jan 20 11:00","123.75","767.75","19.7","20.0621634763836","21.6809288225984"
"Year 1 Jan 20 12:00","137.5","801.5","23.3","20.1109294610138","24.0052543992113"
"Year 1 Jan 20 13:00","144.5","814.25","24.875","20.3030231451996","25.6065297466145"
"Year 1 Jan 20 14:00","139.5","805.75","25.7","20.6033536216739","26.549304727724"
"Year 1 Jan 20 15:00","135.75","740.25","26.575","20.9739127738197","27.0865959763425"
"Year 1 Jan 20 16:00","151.5","536.75","26.5","21.3719618375359","27.1677720997215"
"Year 1 Jan 20 17:00","117.5","279.25","26.1","21.7610347443579","26.2244642729083"
"Year 1 Jan 20 18:00","42.5","57","25.7","22.0960131930301","24.5049546382262"
"Year 1 Jan 20 19:00","0","0","24.175","22.3265299128968","22.9147563270782"
"Year 1 Jan 20 20:00","0","0","22.2","22.426196771546","21.8237654802553"
"Year 1 Jan 20 21:00","0","0","20.275","22.4111282421015","20.8077076131735"
"Year 1 Jan 20 22:00","0","0","19.2","22.3091420377642","20.0158166194283"
"Year 1 Jan 20 23:00","0","0","18.4","22.1498874759097","19.3551134097819"
"Year 1 Jan 21 00:00","0","0","17.6","21.9533141282118","18.7404671159722"
"Year 1 Jan 21 01:00","0","0","16.725","21.7335105168286","18.1245783593797"
"Year 1 Jan 21 02:00","0","0","15.75","21.4970892150573","17.4850556296888"
"Year 1 Jan 21 03:00","0","0","14.825","21.2462611925811","16.859548014903"
"Year 1 Jan 21 04:00","0","0","14.45","20.9834984657466","16.387076341893"
"Year 1 Jan 21 05:00","0","0","14.25","20.713250199367","16.0203957951208"
"Year 1 Jan 21 06:00","0","0","14.05","20.4400840658155","15.6876293970289"
"Year 1 Jan 21 07:00","0","0","14.6","20.1772559517284","15.5918644451961"
"Year 1 Jan 21 08:00","34.75","56.25","15.4","19.9317608495117","16.1979800747158"
"Year 1 Jan 21 09:00","112","299.25","16.2","19.7193859135663","18.0796388331476"
"Year 1 Jan 21 10:00","141.5","581.5","18.35","19.5844929563771","20.2443490736431"
"Year 1 Jan 21 11:00","120.75","781.75","20.95","19.5770888898532","21.9914037064685"
"Year 1 Jan 21 12:00","117.25","854.25","23.55","19.6999562504975","23.8772756933295"
"Year 1 Jan 21 13:00","117.5","875.25","25.025","19.9398549888103","25.2838851779609"
"Year 1 Jan 21 14:00","113.75","865.75","26.2","20.2643443990378","26.3152128721225"
"Year 1 Jan 21 15:00","104","824.75","27.325","20.6453310505442","27.0398997295446"
"Year 1 Jan 21 16:00","99","704","27.45","21.0522658920282","27.0878766466916"
"Year 1 Jan 21 17:00","99.75","419.25","27.25","21.453084893747","26.6343642688425"
"Year 1 Jan 21 18:00","50","99","27.05","21.8125992833701","25.5815833783761"
"Year 1 Jan 21 19:00","0","0","25.5","22.0907033218183","24.0715659711908"
"Year 1 Jan 21 20:00","0","0","23.5","22.2594427439378","22.8500492255052"
"Year 1 Jan 21 21:00","0","0","21.5","22.3170296079722","21.6112242147558"
"Year 1 Jan 21 22:00","0","0","20.55","22.2779115525924","20.7663642708032"
"Year 1 Jan 21 23:00","0","0","19.95","22.1687859706481","20.1524911129146"
"Year 1 Jan 22 00:00","0","0","19.35","22.0118942220505","19.5976202318831"
"Year 1 Jan 22 01:00","0","0","18.6","21.8274844964606","19.0200702282035"
"Year 1 Jan 22 02:00","0","0","17.875","21.6248084141094","18.4722834030172"
"Year 1 Jan 22 03:00","0","0","17.1","21.4105221410693","17.9370537772399"
"Year 1 Jan 22 04:00","0","0","16.3","21.1860426225621","17.4023335448655"
"Year 1 Jan 22 05:00","0","0","15.575","20.9523696443468","16.9105305517851"
"Year 1 Jan 22 06:00","0","0","14.8","20.7111592316479","16.4031539892919"
"Year 1 Jan 22 07:00","0","0","15.35","20.4629661118874","16.2081848368497"
"Year 1 Jan 22 08:00","34.75","57.5","16.35","20.2237668620081","16.7747522610301"
"Year 1 Jan 22 09:00","109.5","310.25","17.35","20.0134809158697","18.4454195704166"
"Year 1 Jan 22 10:00","138.25","597","19.025","19.8750266852332","20.306264586695"
"Year 1 Jan 22 11:00","137.25","758.25","21","19.8490535956156","22.0194123080792"
"Year 1 Jan 22 12:00","129.25","839.75","22.925","19.9430669450937","23.6574177501451"
"Year 1 Jan 22 13:00","120.5","874.75","23.775","20.1445635398074","24.6112812397472"
"Year 1 Jan 22 14:00","116.25","867.25","24.275","20.4175489313314","25.2034372265236"
"Year 1 Jan 22 15:00","108.25","822","24.775","20.7281858655932","25.5607392770526"
"Year 1 Jan 22 16:00","109.25","691.25","25.275","21.0479323685431","25.6918197721032"
"Year 1 Jan 22 17:00","97.25","439","25.775","21.3576514478257","25.509825905385"
"Year 1 Jan 22 18:00","44.75","138","26.275","21.6382940148777","24.845144961337"
"Year 1 Jan 22 19:00","0","0","24.825","21.8645712590601","23.3827840297645"
"Year 1 Jan 22 20:00","0","0","22.65","22.0029092235664","22.0507314452961"
"Year 1 Jan 22 21:00","0","0","20.525","22.0391076377228","20.8677126923574"
"Year 1 Jan 22 22:00","0","0","20","21.9812140732476","20.173175202513"
"Year 1 Jan 22 23:00","0","0","20","21.8621501422132","19.8120723461434"
"Year 1 Jan 23 00:00","0","0","20","21.7086471402936","19.6051300383336"
"Year 1 Jan 23 01:00","0","0","19.25","21.5426089063514","19.1106045253221"
"Year 1 Jan 23 02:00","0","0","18.25","21.3685891295434","18.4416041230705"
"Year 1 Jan 23 03:00","0","0","17.25","21.1840294690746","17.727643474956"
"Year 1 Jan 23 04:00","0","0","16.625","20.9815665599517","17.1693466847567"
"Year 1 Jan 23 05:00","0","0","16.05","20.7611917125177","16.6713477296962"
"Year 1 Jan 23 06:00","0","0","15.525","20.52612975915","16.211667973401"
"Year 1 Jan 23 07:00","0","0","15.775","20.2840691383503","16.0699375634483"
"Year 1 Jan 23 08:00","35","57.75","16.35","20.0509280262018","16.5976741088666"
"Year 1 Jan 23 09:00","110","312","16.875","19.8443381876586","18.0316134200361"
"Year 1 Jan 23 10:00","137.25","601","19.025","19.7036720785728","20.0802392731018"
"Year 1 Jan 23 11:00","136.25","762.25","21.65","19.6767028698975","22.2200380844592"
"Year 1 Jan 23 12:00","128.5","843.5","24.325","19.7826975711761","24.3743052183896"
"Year 1 Jan 23 13:00","120.5","877.25","25.825","20.0206470158915","25.8134999537283"
"Year 1 Jan 23 14:00","116.5","868","27","20.3548659274891","26.8880179404115"
"Year 1 Jan 23 15:00","109.25","822","28.125","20.7534611303333","27.6907738522101"
"Year 1 Jan 23 16:00","110.25","691.5","28.25","21.1822984610104","27.7835420916761"
"Year 1 Jan 23 17:00","98.25","440.75","28.05","21.6094538875652","27.2806850263522"
"Year 1 Jan 23 18:00","45.75","141","27.85","21.9902210745915","26.180212083597"
"Year 1 Jan 23 19:00","0","0","26.15","22.2874746538557","24.5432220450058"
"Year 1 Jan 23 20:00","0","0","23.95","22.468732107944","23.2027095635362"
"Year 1 Jan 23 21:00","0","0","21.75","22.5311528875986","21.9354551116649"
"Year 1 Jan 23 22:00","0","0","20.225","22.4894303473157","20.9306848532504"
"Year 1 Jan 23 23:00","0","0","19","22.3688899707519","20.0859730941213"
"Year 1 Jan 24 00:00","0","0","17.725","22.1903210079602","19.2655597042644"
"Year 1 Jan 24 01:00","0","0","17.025","21.971729437632","18.613378953"
"Year 1 Jan 24 02:00","0","0","16.45","21.7315311470306","18.0472384435988"
"Year 1 Jan 24 03:00","0","0","15.925","21.4771771753465","17.5311586807228"
"Year 1 Jan 24 04:00","0","0","15.425","21.2160061838672","17.0339190722219"
"Year 1 Jan 24 05:00","0","0","15","20.9515376097197","16.5413972399331"
"Year 1 Jan 24 06:00","0","0","14.525","20.6851351641047","16.0504255484348"
"Year 1 Jan 24 07:00","0","0","14.775","20.4159856966352","15.8030537162572"
"Year 1 Jan 24 08:00","35","57.75","15.35","20.1567996655311","16.2679591789685"
"Year 1 Jan 24 09:00","110.25","312.25","15.875","19.9241812179268","17.8746960441688"
"Year 1 Jan 24 10:00","138","602.5","18.4","19.7609097860737","20.0335058432483"
"Year 1 Jan 24 11:00","136","766","21.6","19.7227454003934","22.2717823374558"
"Year 1 Jan 24 12:00","127.5","849.25","24.8","19.8285351892847","24.5707476899824"
